organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Total
fMexRJbQRAw,Consolata Mission Hospital (Nkubu),11976,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,4,12,36,70,61,61,91,338
LtGa9hWTpLy,Coptic Hospital,12905,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,81,13,,47,,9,,,3,94,247
izA6A7pqMPN,Coptic Medical Clinic,12904,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,31,10,11,9,8,7,4,80
oic5beVUm72,Coptic Nursing Home,15862,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,4,,,,,1,,6
fMMxisqLyA8,Cottolengo Mission Hospital,11977,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,13,22,,,1,,,,2,,8,46
hSKpgCPZYm2,D Comboni Mission,11981,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,1,2,2,,,1,,2,9
eqnv3W3wuKp,Dagamra Dispensary,11297,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,,,,1
IDDFhT4VRj1,Dago Jonyo Dispensary,20377,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,3,11,3,,,,,,,10,10,41
NXlTHAroEmk,Dallas Dispensary,11984,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
FXzBJIjcAZ5,Dandora (EDARP) Clinic,12911,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,26,11,13,12,13,8,4,,10,7,4,8,116
zQh2n2JcWtl,Dandora I Health Centre,12913,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,5,8,7,10,4,10,9,4,12,8,4,81
DBROL4dIIzA,Dandora II Health Centre,12912,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,20,,,,1,,,,,21
JAJ7YX1wFAr,David Kayanda Dispensary,11457,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,4,8,,,,,,12
WG7O02P8x4T,Dede Health Centre,13532,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
tAKPrTA5jzk,DICE Clinic Karungu,19929,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,4,,2,3,2,3,4,2,,2,1,26
WwYfrsmafhY,DICE Clinic Muhuru,19930,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,8,,8
LnVFx00BhRw,Dice icl bomet,24618,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,,,,,,,1
yjW8519Mkn2,Dienya Health Centre,13533,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,3,,,,,,,,,,3
H2T8SxOU1zP,Disciples of Mercy Clinic,13534,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,1,,,1,,,3,,,,8
g8HWDfoqKdZ,Dog Unit Dispensary (O P Kenya Police),12919,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,2,4,,6
iQqQPaktVMP,Dolphil Nursing & Maternity Home,13535,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,2,2
l8MVSsObGLy,Don Bosco Catholic Dispensary,10112,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,14,,,,9,,,23
hVTJp5M0cGz,Donholm (EDARP) Clinic,13220,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8,1,1,,14,1,16,,7,3,3,12,66
rGgw3l0bHEI,Dreams Center Dispensary,12929,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9,53,13,25,13,5,14,10,16,16,15,13,202
x2ByD5QP18B,Dundori Health Centre,14424,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,17,,,,,,,17
IFAiMjg74bu,Dzitsoni Medical Clinic,11360,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,2,1,,,3
kkM65PEZPa8,East Laikipia Dispensary,21122,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,,,,,,,1
OkCML3CEtNi,Eastleigh Health Centre,12930,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8,12,2,1,2,6,4,8,2,4,4,8,61
t8pVCEXnij3,Ebusiratsi Health Centre,15866,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,4,2,8,,,12,2,2,1,,,35
QiAHGmf0031,Ebusyubi Dispensary,15867,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
u0gDQ38iF5S,EDARP Huruma Clinic,12973,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13,12,7,7,11,12,13,19,8,8,8,4,122
r13EdOxFc92,EDARP Komarock Health Centre,17719,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,32,10,10,10,15,26,14,17,11,6,12,8,171
RVQtRwy75Wt,EDARP Soweto Health Centre,13191,Off Masimba Stage Towards Soweto Market,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17,14,9,20,11,19,16,12,18,18,12,15,181
aX8cPPj4Djf,Egetonto Health Centre,13538,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,,,,,,,,1,,,4
PqsRn07KCKv,Ekalakala Health Centre,11995,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,5,7,,,5,,17
uco8xXZcBc8,Ekamanji Dispensary,15868,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,3,2,3,2,,10
hYlQ9bF0BNY,Ekerenyo Sub-District Hospital,13540,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,15,,,,11,,26
KvcLdBE3Qar,Ekwanda Health Centre,15870,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,2,3,23,5,9,,1,,,,,47
X0HAKpTxMe2,Elangata Enterit Dispensary,14427,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,,,,16,,,,,,,20
tC59iAtOoEh,Elgeyo Boader Dispensary,14437,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,1,2,2,1,,1,2,3,4,,,17
nvSVIH9Vnhg,Elgon View Medical Cottage,15871,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,,,6,,,3,,,11
VjDw19Sgkaf,Eliye Springs (AIC) Dispensary,14440,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,4,,,,,,,,4
PMtDVZGDXRv,Elwangale Health Centre,16714,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,,1
fVYB9g9ByWU,Elwesero Model Health Centre,15874,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,9,3,8,,7,2,9,,1,,43
Lbsm3keaoKp,Emali Model Health Centre,18260,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,10,,16,,26
RILlb5RVEkC,Ematsuli Dispensary,15875,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,2,,,,,2
fqT44AXXEda,Embakasi Health Centre,12935,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,7,,12,,,,,19
ubYSAHlGbvb,Embu Level 5 Hospital,12004,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,41,,,41
WrPccSa6unz,Embulbul Catholic Dispensary,14445,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,,,,,,,,,,5,9
ay5PGGqDcSh,Emc Kimumu Dispensary,16349,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,2,2,2,,,6
H8IRuq63RFl,Emmanuel Medical Clinic (Bungoma East),16707,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,,,,,,,3
arDVLu1shRK,Emuhaya Sub County Referral Hospital,15876,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,2,,,,2
rGIiGfPUc5P,Emukaba Dispensary,20039,Kakamega malava route turn left after Bishopstam to emukaba market,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,2,2
uShUZhhFGa4,Emung'abo Dispensary,25506,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
bdcsVP2hS8A,Emusire Sub County Hospital,16979,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,5,5
guZb4if7tPO,Emutsesa Health Centre,16055,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,4,,,,,,,2,8
I4AiM5QGOvq,Endarasha Rural Health Centre,10170,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,11,6,,,1,,,,19
wDMlEPzlByw,Endau Dispensary,12008,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,,,,,,,,1
CwoN2my0ByS,Endebess Sub- County Hospital,14455,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,4,4,,,8
fS76SN2mDYs,Engineer County Hospital,10171,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,4,,3,,7
EXKcBdOos7W,Entanda Health Centre,13545,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,9,,4,16,29
iOaejculBnN,Entarara Health Centre,14467,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,5,1,1,3,3,1,1,,1,3,20
zB3p8XXnfaC,Entasekera Health Centre,14479,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,3,,,,,,4,2,12
lC6sEfdURfO,Entasopia Health Centre,14469,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,4,10,,14
BFMszIA8Pqk,Equator Nursing and Maternity Home,15880,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,,,2,,,,3
YFxkxX3dyJ0,Esani Sub-District Hospital,13548,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,19,,,,,,1,,,20
hUDoz9oxecE,Eshiongo Dispensary,15883,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
HrHLibwIUXR,Esidende Dispensary,26227,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,,1
kH3yXjFQi6C,Esikulu Dispensary,20171,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,,,,,,,3
FHYf7mQFpOT,Etago Sub-county Hospital,13550,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
xeJN8pFmFkk,Family Medical Centre (Kisauni),11370,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,,,,,,,,3
dIQa6MENmm5,Fatima Health Centre (Lenkism),14493,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,11,,,,,,11
j1cuuNQ8Ij7,Fatima Maternity Hospital,14494,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,7,7
dGGuPEx55Jl,FHOK - Family Care Medical Centre,14177,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,2,,,,2
Q9N0D3AoEOJ,Forttenan Sub County Hospital,14501,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,7,,,,3,1,,,,,,11
rvY6Idb4l9H,Fremo Medical Centre,18612,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,16,14,11,11,6,5,,63
OjfMUlTYbK1,Gachege Dispensary,10194,Ministry of Health,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,2,1,,,,3,1,2,11
lHuuAQl16rT,Gachororo Health Centre,18608,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,6,3,11,15,6,6,,,,19,,76
fvnBMGJT2Sb,Gaichanjiru Hospital,10199,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,13,17,21,1,64,116
N77UkGoiY0M,Gakoe Health Centre,10202,Minstry of Health,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,2,4,3,,6,6,2,2,,2,29
IySCUcTUhjm,Galilee Hospital,22065,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,1,1,3
SqO6tJoEOCP,Garashi Dispensary,11384,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,,,,,,,,,,2
eOwcPUHIpgE,Garissa Level 5 Teaching and Referral Hospital,13346,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,9,,,3,,,,12
JfanPlPxNKE,Gategi Health Centre,16463,Health centre,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
wOcT7C4Gqzh,Gathanga Health Centre,10214,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,3,,,,,3
ehpr8xAbdML,Gathigiriri Health Centre,10217,Near GK prisons Gathigiriri,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,2,3,,,5,10
RPNI2yciVPb,Gatimu Health Centre,18781,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,2,,,,,,5,,,,8
WrZYJH3y1Fh,Gatundu district hospital,10233,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,5,5,9,8,3,11,7,4,3,2,7,69
gTC4YDSbhb6,Gatunga Model Health Centre,18080,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,3,,,,,,1,,,,7
dUO3G9O89X7,Gatunyu Dispensary,10234,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,2,3,,,5
KKndGuWgx1c,Gatura Healh Centre,10236,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,5,1,1,7
Tkx50aupWkz,George Mudenyo Kadima Nasio Trust (Mumias West),22949,It is situated along Bukaya Musanda raod in mumias west Sub County,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,,,,,,,,,,2
MzCL8JfJrqp,Gertrude Komarock Clinic,17725,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
PpQmurYqrCk,Gertrudes Childrens Hospital,12950,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,11,7,26,,36,4,58,64,209
nt3hEvSThtX,Getambwega Dispensary,13565,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
TjAizB1Q3zr,Getare Health Centre,13566,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,22,1,4,,,27
pti6tGt9YYZ,Giaki Health Centre,12036,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,6,5,,,,,,,11
EXU7tMZZkA3,Giatunda Dispensary,13573,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
HdbugkfTIcQ,Gichuru Dispensary,10252,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,,,,,,,3
oIIfRe93pdC,Gikui Health Centre,10256,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,3,3
xa8ZMxIarv6,Giribe Dispensary,13576,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,,,,3,,5,,,,10
xPIE2QUchap,Gitare Health Centre (Gatundu),10257,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,2,3,3,3,4,4,2,2,1,,1,28
bGUaAhlsRqp,Githogoro Runda Baptist Clinic (Getrudes Nairobi),18887,a facility in Githogoro.,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,7,13,7,17,,11,1,14,20,90
XFmkizVkihs,Githongo District Hospital,12041,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
rg99yzExwVO,Githunguri Health Centre,10269,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19,22,,5,4,7,5,,6,5,4,,77
oywqPDtNrTb,Githunguri Health Centre (Ruiru),16748,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,1,,,,10,6,,4,,,,23
gPcV4qc8ja2,Githurai 44 Health Centre,29630,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,4,,,,,4
xMHtgmoaubR,Givole Dispensary,17182,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,3,2,,1,6
VXVnMudPuzv,GK Prison Dispensary,10189,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,9,,,,,,,9
VCqt9ZTuNPR,GK Prison Dispensary ( Bungoma South),15890,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,3,8,,,11
gjWuUkoUd6U,GK Prison Dispensary (Embu),12045,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,26,29,30,,33,33,,,,152
LkfOK4vuGtY,GK Prison Dispensary (Gathigiriri ),10285,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,5,,,,,,,,,5
yfWjbUihHoJ,GK Prison Dispensary (Kingongo),10286,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,20,,,,,,,,22
kY6qpwJgtAj,GK Prison Dispensary (Machakos),12048,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,15,,,,,15
IWJbY68Aqac,GK Prison Dispensary (Murang'a),10287,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,8,,,11,10,,,29
EiBCq9lN9VE,GK Prison Dispensary (Nandi Central),14518,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,,,3,322,24,12,362
X7Y1EhqSJLb,GK Prisons Dispensary,14523,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,6,,,,,,6
kIKjM5pMTat,GK Prisons Dispensary (Busia),15891,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,,,,,,,1
s6uqKjvWZ5a,GK Prisons Dispensary (Eldoret East),14519,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,4,,4
zPB3UE70MQi,GK Prisons Dispensary (Kericho),14521,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29,31,,,,4,,,,,7,,71
g4uByH1jMGl,GK Prisons Dispensary (Kiambu Town),10290,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,9,,,,,9
XdmsyjZT77E,GK Prisons Dispensary (Kibos),13579,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,,,,,,,1
KLUEa9XQAXi,GK Prisons Dispensary (Ngeria),14524,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,13,13,12,,38
APRSsUJAVrP,Gobei Health Centre,13581,"level 3 facilty in maranda division. By the road Bondo to Kisumu road,just 6 kms from Bondo Town.",IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,6,,1,,,,,,7
G44EhGVs2FX,God Jope Dispensary,13582,situated in Suba East Division,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,,,,1
Dp9uga9zfqH,God Kwer Dispensary,13583,Situated in Suba West division and its a GOK Facility,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9,20,9,7,4,5,13,5,,,,10,82
IlPlC1wPLOt,Godber Health Centre,13584,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,6,1,2,1,1,,3,,4,,21
kdWojQWcVGb,Godbura Health Centre,13585,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,,2,1,3,,,,,,,9
gayIyTyhzca,GOK Prison Siaya,18264,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,7,7,,,,,,14
KRC06WZHgOL,Gongo Health Centre.,13587,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,4,2,4,,6,,,,,,,19
hRvE0UfQ1LZ,Gongoni Health Centre,11401,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,,,,,,,,,,2
DPmbpX7Npsj,Good Shepherd Ang'iya,17747,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,2,3,,,,4,4,1,,,,16
DVnHWnAZOjR,Got Agulu Sub-District Hospital,13588,within Usigu Division,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,25,8,4,7,3,15,9,,,,6,2,79
Wd7fRx7kIDT,Got Kojowi Health Centre,13589,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,,,,,,,3
LUgqcwSvTS4,Got Matar Health Centre,13590,level 3 facility in usigu division,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,7,,,,,,,,,,,10
FxwJAofV4uL,Got Nyabondo Health Centre,13591,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,2,2,1,,,1,1,9
M6pRVexaXwC,Got Osimbo Dispensary,18321,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,2,,,,,1,3
S3nhzDadRjF,Got Oyaro Dispensary,13592,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,,,,,,,5,2,11
dDUH3HhyOUc,Got Regea Dispensary,17520,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,10,2,,,,,,,,,,12
tpE3vgau3jI,Gotichaki Health Centre,13593,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,3,,3
DWLpIjoOcan,GSU Training School,12962,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,3,2,2,1,,6,3,4,2,2,1,28
Y87ZGSAcivK,Gucha Sub County Referral Hospital,13594,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,18,18,2,,3,41
K7r7jBykuLt,Guru Nanak Hospital,12965,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,,,,,,,,,,,2
fb6IuqPC7fr,Gwitembe Health Centre,13597,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,,,,,1
zwnu6Pa5gLi,Hamisi Sub County Hospital,15894,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,,,,,,,,3
zYY0B4vnqpE,Hamundia Health Centre,16753,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,4,1,,,,5
wgZ2mHu3aX9,Holo Dispensary,17118,Dispensary,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,,,2,,,,,,4
g9QbZTBk5sC,Holy Cross Dispensary,10321,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,1,1,,,1,,,1,,5
CmIEKqOW8Lg,Holy family Catholic Hospital (Githunguri),19963,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,4,,,,,1,,4,,,,13
qZqNL79w8Zg,Holy Family Nangina Mission Hospital,16073,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,6,4,7,6,10,9,5,2,,,8,61
yYUcfesOy2t,Holy Family Oriang Health Centre 3A,13604,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,11,4,2,5,4,4,4,4,5,3,3,54
q1W718UMFWK,Homa Bay County Teaching and Referral Hospital,13608,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,94,,4,25,34,71,1,229
N6Z5RiN7cJl,Homa Hills Health Centre,13606,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,33,57,,,,1,3,6,,100
NkqwenLKRZh,Homa Lime Health Centre,13607,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,20,,20
