orgunitlevel1,orgunitlevel2,orgunitlevel3,orgunitlevel4,orgunitlevel5,organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,datacode,Total
Kenya,Nairobi County,Westlands Sub County,Parklands/Highridge Ward,AIDS Health Care Foundation Parklands Clinic,Pt3AOtGccoJ,AIDS Health Care Foundation Parklands Clinic,20736,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,4
Kenya,Nairobi County,Westlands Sub County,Parklands/Highridge Ward,AIDS Health Care Foundation Parklands Clinic,Pt3AOtGccoJ,AIDS Health Care Foundation Parklands Clinic,20736,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,31
Kenya,Nairobi County,Westlands Sub County,Parklands/Highridge Ward,AIDS Health Care Foundation Parklands Clinic,Pt3AOtGccoJ,AIDS Health Care Foundation Parklands Clinic,20736,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,31
Kenya,Homa Bay County,Rachuonyo South Sub County,East Kamagak Ward,Aimo Dispensary,XCngdtEEkGl,Aimo Dispensary,22860,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Homa Bay County,Rachuonyo South Sub County,East Kamagak Ward,Aimo Dispensary,XCngdtEEkGl,Aimo Dispensary,22860,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Homa Bay County,Rachuonyo South Sub County,East Kamagak Ward,Aimo Dispensary,XCngdtEEkGl,Aimo Dispensary,22860,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Meru County,Tigania West Sub County,Nkomo Ward,Aina Dispensary,QMzWtI2lOvC,Aina Dispensary,20030,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,2
Kenya,Meru County,Tigania West Sub County,Nkomo Ward,Aina Dispensary,QMzWtI2lOvC,Aina Dispensary,20030,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Meru County,Tigania West Sub County,Nkomo Ward,Aina Dispensary,QMzWtI2lOvC,Aina Dispensary,20030,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Meru County,Tigania West Sub County,Nkomo Ward,Aina Dispensary,QMzWtI2lOvC,Aina Dispensary,20030,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Meru County,Tigania West Sub County,Nkomo Ward,Aina Dispensary,QMzWtI2lOvC,Aina Dispensary,20030,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,24
Kenya,Meru County,Tigania West Sub County,Nkomo Ward,Aina Dispensary,QMzWtI2lOvC,Aina Dispensary,20030,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7
Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Ainabkoi (RCEA) Health Centre,yvHLTdpzuNc,Ainabkoi (RCEA) Health Centre,16350,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Nakuru County,Kuresoi South Sub County,Kiptagich Ward,Ainamoi Dispensary,VbWm2SKV45x,Ainamoi Dispensary,19885,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kericho County,Ainamoi Sub County,Ainamoi Ward,Ainamoi Health Centre,Q4h7yLoLe0G,Ainamoi Health Centre,14192,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Kericho County,Ainamoi Sub County,Ainamoi Ward,Ainamoi Health Centre,Q4h7yLoLe0G,Ainamoi Health Centre,14192,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Kericho County,Ainamoi Sub County,Ainamoi Ward,Ainamoi Health Centre,Q4h7yLoLe0G,Ainamoi Health Centre,14192,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Kericho County,Ainamoi Sub County,Ainamoi Ward,Ainamoi Health Centre,Q4h7yLoLe0G,Ainamoi Health Centre,14192,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,19
Kenya,Kericho County,Ainamoi Sub County,Ainamoi Ward,Ainamoi Health Centre,Q4h7yLoLe0G,Ainamoi Health Centre,14192,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),oEWhqoUHkvt,Airport Health Centre (Kisumu),13469,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,3
Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),oEWhqoUHkvt,Airport Health Centre (Kisumu),13469,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,1
Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),oEWhqoUHkvt,Airport Health Centre (Kisumu),13469,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,7
Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),oEWhqoUHkvt,Airport Health Centre (Kisumu),13469,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),oEWhqoUHkvt,Airport Health Centre (Kisumu),13469,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,25
Kenya,Kisumu County,Kisumu West Sub County,Central Kisumu Ward,Airport Health Centre (Kisumu),oEWhqoUHkvt,Airport Health Centre (Kisumu),13469,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,11
Kenya,Kajiado County,Kajiado West Sub County,Keekonyokie Ward,Ajam Mission Health Centre,KuftRocWEh1,Ajam Mission Health Centre,18398,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Kajiado County,Kajiado West Sub County,Keekonyokie Ward,Ajam Mission Health Centre,KuftRocWEh1,Ajam Mission Health Centre,18398,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,13
Kenya,Kajiado County,Kajiado West Sub County,Keekonyokie Ward,Ajam Mission Health Centre,KuftRocWEh1,Ajam Mission Health Centre,18398,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7
Kenya,Meru County,Igembe South Sub County,Kanuni Ward,Akachiu Health Centre,PBqYe1aI7YB,Akachiu Health Centre,11923,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Meru County,Igembe South Sub County,Kanuni Ward,Akachiu Health Centre,PBqYe1aI7YB,Akachiu Health Centre,11923,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,14
Kenya,Meru County,Igembe South Sub County,Kanuni Ward,Akachiu Health Centre,PBqYe1aI7YB,Akachiu Health Centre,11923,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,4
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,5
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,28
Kenya,Siaya County,Gem Sub County,South Gem Ward,Akala Health Centre,ngzYEraCr33,Akala Health Centre,13471,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,14
Kenya,Turkana County,Turkana Central Sub County,Kang'atotha Ward,Akatuman Dispensary,cy4MV1p46rR,Akatuman Dispensary,21365,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Akemo Medical Clinic,jLCDKWdsW28,Akemo Medical Clinic,17770,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Akemo Medical Clinic,jLCDKWdsW28,Akemo Medical Clinic,17770,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Akemo Medical Clinic,jLCDKWdsW28,Akemo Medical Clinic,17770,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5
Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Akemo Medical Clinic,jLCDKWdsW28,Akemo Medical Clinic,17770,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Narok County,Transmara West Sub County,Kilgoris Central Ward,Akemo Nursing Home,WLP80sZXutW,Akemo Nursing Home,14194,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Narok County,Transmara West Sub County,Kilgoris Central Ward,Akemo Nursing Home,WLP80sZXutW,Akemo Nursing Home,14194,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Narok County,Transmara West Sub County,Kilgoris Central Ward,Akemo Nursing Home,WLP80sZXutW,Akemo Nursing Home,14194,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,les3bNZfpjr,Akichelesit Dispensary,15792,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akichelesit Dispensary,les3bNZfpjr,Akichelesit Dispensary,15792,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Busia County,Teso South Sub County,Amukura West Ward,Akiriamasi Dispensary,GLeVzenn2ab,Akiriamasi Dispensary,21034,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Busia County,Teso South Sub County,Amukura East Ward,Akobwait Community Dispensary,sukHAdsaboL,Akobwait Community Dispensary,26021,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Busia County,Teso South Sub County,Amukura East Ward,Akobwait Community Dispensary,sukHAdsaboL,Akobwait Community Dispensary,26021,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akolong Dispensary,asspSN9u7oh,Akolong Dispensary,26001,kLXGWRLzCAw,MOH 731 Positive_15-19(M) HV01-10,Y22_HV01-10,1
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akolong Dispensary,asspSN9u7oh,Akolong Dispensary,26001,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akolong Dispensary,asspSN9u7oh,Akolong Dispensary,26001,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Busia County,Teso North Sub County,Ang'urai South Ward,Akolong Dispensary,asspSN9u7oh,Akolong Dispensary,26001,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Nairobi County,Kamukunji Sub County,Eastleigh North Ward,Al Amin Nursing Home,cgtpPBvYqYq,Al Amin Nursing Home,18769,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,4
Kenya,Nairobi County,Kamukunji Sub County,Eastleigh North Ward,Al Amin Nursing Home,cgtpPBvYqYq,Al Amin Nursing Home,18769,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3
Kenya,Nairobi County,Kamukunji Sub County,Eastleigh North Ward,Al Amin Nursing Home,cgtpPBvYqYq,Al Amin Nursing Home,18769,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9
Kenya,Nairobi County,Kamukunji Sub County,Eastleigh North Ward,Al Amin Nursing Home,cgtpPBvYqYq,Al Amin Nursing Home,18769,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Al Farooq Hospital,aiD3lzUJBTy,Al Farooq Hospital,11208,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Al Farooq Hospital,aiD3lzUJBTy,Al Farooq Hospital,11208,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Al Farooq Hospital,aiD3lzUJBTy,Al Farooq Hospital,11208,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Mombasa County,Mvita Sub County,Tononoka Ward,Al Fridaus Medical Clinic,d2TqMWtDu8b,Al Fridaus Medical Clinic,19629,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Samburu County,Samburu Central Sub County,Maralal Ward,Al-Arbrar Medical Clinic,mwzugjT5tfS,Al-Arbrar Medical Clinic,17185,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Samburu County,Samburu Central Sub County,Maralal Ward,Al-Arbrar Medical Clinic,mwzugjT5tfS,Al-Arbrar Medical Clinic,17185,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Al-Gadhir Clinic,gp8mHxRey0r,Al-Gadhir Clinic,16801,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Al-Gadhir Clinic,gp8mHxRey0r,Al-Gadhir Clinic,16801,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,lhyRFPWc313,Alale Health Centre,16367,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,lhyRFPWc313,Alale Health Centre,16367,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,lhyRFPWc313,Alale Health Centre,16367,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10
Kenya,West Pokot County,Pokot North Sub County,Alale Ward,Alale Health Centre,lhyRFPWc313,Alale Health Centre,16367,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,9
Kenya,Narok County,Transmara West Sub County,Lolgorian Ward,Alen Wales Lolgorian Medical Clinic,Ul1WVVhfQ3k,Alen Wales Lolgorian Medical Clinic,25921,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Alexandria Cancer Centre & Palliative Care Hospital,UgsWPRHUXKJ,Alexandria Cancer Centre & Palliative Care Hospital,22886,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Nakuru County,Nakuru West Sub County,London Ward,Alexandria Cancer Centre & Palliative Care Hospital,UgsWPRHUXKJ,Alexandria Cancer Centre & Palliative Care Hospital,22886,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Taita Taveta County,Taveta Sub County,Bomani Ward,Alfatah Medical Clinic,EmjqaqUBrOl,Alfatah Medical Clinic,23310,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Taita Taveta County,Taveta Sub County,Bomani Ward,Alfatah Medical Clinic,EmjqaqUBrOl,Alfatah Medical Clinic,23310,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Centre Limited,jaCs4CR5ZDN,Algadir Centre Limited,18009,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,3
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Centre Limited,jaCs4CR5ZDN,Algadir Centre Limited,18009,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Centre Limited,jaCs4CR5ZDN,Algadir Centre Limited,18009,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Centre Limited,jaCs4CR5ZDN,Algadir Centre Limited,18009,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,22
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Algadir Centre Limited,jaCs4CR5ZDN,Algadir Centre Limited,18009,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,11
Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,Aligula Dispensary,tplYqAYx22z,Aligula Dispensary,29766,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,Aligula Dispensary,tplYqAYx22z,Aligula Dispensary,29766,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kiambu County,Kiambaa Sub County,Karuri Ward,Aliki Medical Centre Banana,OlFg0Rueupw,Aliki Medical Centre Banana,20249,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Kiambu County,Kiambaa Sub County,Karuri Ward,Aliki Medical Centre Banana,OlFg0Rueupw,Aliki Medical Centre Banana,20249,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Kisumu County,Seme Sub County,West Seme Ward,Alluc Medical Centre,xxmtlMVrq0O,Alluc Medical Centre,24197,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Alpha hill medical centre,w4pCUxEVOZo,Alpha hill medical centre,22251,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Kiambu County,Limuru Sub County,Ndeiya Ward,Alpha Medical Centre Thigio,jUn6k7NLfu1,Alpha Medical Centre Thigio,23234,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,1
Kenya,Nakuru County,Nakuru East Sub County,Nakuru East Ward,Alphil Medical Centre,K2dQyq9Y9XK,Alphil Medical Centre,23539,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Nakuru County,Nakuru East Sub County,Nakuru East Ward,Alphil Medical Centre,K2dQyq9Y9XK,Alphil Medical Centre,23539,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1
Kenya,Nakuru County,Nakuru East Sub County,Nakuru East Ward,Alphil Medical Centre,K2dQyq9Y9XK,Alphil Medical Centre,23539,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2
Kenya,Nakuru County,Nakuru East Sub County,Nakuru East Ward,Alphil Medical Centre,K2dQyq9Y9XK,Alphil Medical Centre,23539,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,2
Kenya,Uasin Gishu County,Moiben Sub County,Kimumu Ward,Alphima Medical Clinic,wEptqs31IZ2,Alphima Medical Clinic,23646,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,2
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,3
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,5
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5
Kenya,Homa Bay County,Karachuonyo Sub County,West Karachuonyo Ward,Alum Beach Dispensary,p88Dp0k1GH3,Alum Beach Dispensary,13472,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,10
Kenya,Siaya County,Gem Sub County,South Gem Ward,Aluor Mission Health Centre,p7wCM1JfI5d,Aluor Mission Health Centre,13473,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Siaya County,Gem Sub County,South Gem Ward,Aluor Mission Health Centre,p7wCM1JfI5d,Aluor Mission Health Centre,13473,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,4
Kenya,Siaya County,Gem Sub County,South Gem Ward,Aluor Mission Health Centre,p7wCM1JfI5d,Aluor Mission Health Centre,13473,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1
Kenya,Siaya County,Gem Sub County,South Gem Ward,Aluor Mission Health Centre,p7wCM1JfI5d,Aluor Mission Health Centre,13473,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,13
Kenya,Siaya County,Gem Sub County,South Gem Ward,Aluor Mission Health Centre,p7wCM1JfI5d,Aluor Mission Health Centre,13473,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub County Referral Hospital,wmUX4Xf6mHU,Alupe Sub County Referral Hospital,15795,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,1
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub County Referral Hospital,wmUX4Xf6mHU,Alupe Sub County Referral Hospital,15795,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub County Referral Hospital,wmUX4Xf6mHU,Alupe Sub County Referral Hospital,15795,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,6
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub County Referral Hospital,wmUX4Xf6mHU,Alupe Sub County Referral Hospital,15795,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,28
Kenya,Busia County,Teso South Sub County,Ang'orom Ward,Alupe Sub County Referral Hospital,wmUX4Xf6mHU,Alupe Sub County Referral Hospital,15795,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,28
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,du5RMT3aecB,MOH 731 Positive_1-9 HV01-17,Y18_HV01-17,3
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,wu0ITFRjUzF,MOH 731 Positive_10-14(F) HV01-09,Y22_HV01-09,1
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,2
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,54
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Alwalidayn Dispensary,cjPwf2Grgo9,Alwalidayn Dispensary,22059,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,17
Kenya,Kiambu County,Thika Town Sub County,Kamenu Ward,Ama (Africa Muslim Agency) Clinic,GnHBcfPYmFI,Ama (Africa Muslim Agency) Clinic,10023,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6
Kenya,Kiambu County,Thika Town Sub County,Kamenu Ward,Ama (Africa Muslim Agency) Clinic,GnHBcfPYmFI,Ama (Africa Muslim Agency) Clinic,10023,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,14
