organisationunitid,organisationunitname,organisationunitcode,dataid,dataname,datacode,Total
JFawTT0Jmxy,Meditrust Health Care Services,18040,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
oJcCDwp7HnM,Megwara Dispensary,15168,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
jANQ3KJg3zK,Mephi Medical Clinic,19019,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
SZSRCK3TjZN,Merewet Dispensary,15177,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,67
D1sJppq7GNI,Meridian Equator Hospital,13109,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
aL5ylUzJokH,Merigi Health Centre,15178,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,31
NllZFLIZezD,Meto Dispensary,15182,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
Hu1BwBlNLr6,Metropolitan Hospital Nairobi,13090,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,42
HqfSZCDJltF,Mewa Drop In Centre (Kilifi),21619,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
J2Twz5u5b4j,Mgange Nyika Health Centre,11603,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
UlOy160zonh,Midida Dispensary,17342,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
q3Hiw70svzH,Midoti Dispensary,13804,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
yqVCQqifDtt,Miendo Dispensary,16015,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
dOTpdQwrYeN,Migori County Referral Hospital,13805,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
xYVh11058m8,Migori GK Prison Dispensary,17728,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,221
zZdbrp6Tyiv,Migosi Sub County Hospital,13807,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,45
Uo3USBvvM3j,Miguta Community Dispensary,10726,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
Mi0pnaEXWh2,Migwani Sub County Hospital,12523,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
PoGRaH97BVF,Mihuu Dispensary,16016,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
Ght4C4o0gse,Mijomboni Dispensary,11610,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
FdzyWE8bSST,Mikindani Catholic Dispensary,11614,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,73
QOKaVUPEWEt,Mile 46 Health Centre,15185,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
kPQ0eHv8sXA,Milo Health Centre,16018,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
Myq1ZTOEgEg,Miluki Dispensary,16019,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
bMTnmUmmVzc,Miniambo Dispensary,16766,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,44
RuVa3z3qxpv,Minyenya Health Centre,13809,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16
ibwx3O2yztO,Miranga Sub County Hospital,13810,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
qavGVyGtzJd,Mirihini Dispensary,11618,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
WF04P1pRp2f,Miritini CDF Dispensary,11620,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
DJbGPQhE93o,Miriu Health Centre,13812,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,35
FL59pgqDXol,Mirogi Health Centre,13813,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
ttjlT9tfGCj,Misori Dispensary,13815,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,35
u4oYyK5yC2Y,Mission of Mercy Clinic,16020,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
I4rhKKyqMjo,Mitume Dispensary,18752,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
Z5NeINoTgxS,Miwani Health Centre,13816,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
W4iT4HvZqo1,Mlimani Dispensary,18625,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
oFxoGR6nj0P,Mlolongo Health Centre,18581,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,93
B0PjUV9h6dc,Mlolongo Wellness Centre,17844,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,89
U5xbK4LZeYP,Mnara Dispensary,13817,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
oXSYWYUv3SN,Modambogho Dispensary,17126,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
O2EIvcf2efM,Mogogosiek Health Centre,15195,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28
sDgMJ46sG5P,Mogori-Komasimo Health Centre,16721,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,33
Dh04YKYYrWd,Mogotio Sub County Hospital (Baringo),20005,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,26
R4pTsCSueeh,Moi Teaching Refferal Hospital,15204,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,21301
LL12sOla54f,Moi University Health Centre,15205,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
cxqZPcA0nwV,Moi's Bridge Health Centre,15209,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2156
M7BDO72aXZy,Moiben Health Centre,15206,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,253
EiKAzXjoAYF,Mombasa Roadside Wellness Centre,18121,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
qXXmA7kcfgg,Momoniat Health Centre,15219,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
Vddks98p1ro,Monianku Health Centre,13821,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
uBH5mlmn9vz,Mosoriot Sub County Hospital,15229,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,32
IH4gWpzva9S,Motemorabu Dispensary,13824,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,50
PkV1xXi0vse,Mother Elizabeth Mugunda Dispensary,10750,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
vn36KyrP17l,Moticho Health Centre,13825,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
H34vj3n3xhn,MP Shah Hospital (Westlands),13098,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
fjbix53Ealz,Mpeketoni Sub-County Hospital,11649,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
LMrrCJ5eIO3,Mpukoni Health Centre,12546,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
nUFNIok7EwF,Msambweni County Referral Hospital,11655,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
N78kaR0mVP7,Msare Health Centre,13828,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
x0iSqHsozPd,Mt Elgon Sub County Hospital,16025,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
EjGDFOdiRTy,Mt Kenya (ACK) Hospital,10738,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,34
mdMk0zMyY5Y,Mt Kenya Sub County Hospital,10739,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
mb35Hgy5bKe,Mtaragon Health Centre,15242,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15
UuRk6DvdifM,Mtito Andei Sub County Hospital,12547,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,60
IBlqC33L7rn,Mtondia Dispensary,11667,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
jCgLoLmPlKC,Mtongwe Dispensary,11669,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
XuM0h7o9wot,Mtumwa Dispensary,23134,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
VrQHTaPqMWP,Mtwapa Drop in and resource centre,22679,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
g93vSYftyjR,Mtwapa Sub County Hospital,11672,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,44
UptqVvZaPxr,Mugomari Dispensary,17597,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
Qvul0TKYFSw,Muhaka Health Centre,16027,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
p1xtagfLUyQ,Muhoroni County Hospital,13831,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
VAElHey4wcD,Muhoroni Sugar Company (Musco) Dispensary,13832,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
cLo2mMOlSkq,Muhuru Sub-County Hospital,13833,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,45
G4fYKBYErXO,Mukhobola Health Centre,16029,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,48
tENZF6BO4Q7,Mukumu Hospital,16030,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,66
Fc0JkHQA1og,Mukuru Health Centre,18463,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,24
hBqir19pkDS,Mukurweini Sub-county Hospital,10763,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
vCytWU2htrB,Mukuuni Dispensary,12563,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
UpaNvtGWEZi,Mukuyuni Dispensary,28609,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
swdibQaVyEC,Mulaha Dispensary,13834,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
dLQjsqOgttT,Mulango (AIC) Health Centre,12566,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
Fjb8CId2BV7,Mulele Dispensary,16032,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
eqFz38zb73f,Mulot Health Centre,17740,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
zAwIaYwS2Zk,Mulot Health Centre (Bomet),18519,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
xWpiITvlGmC,Mulutu Mission Dispensary,12569,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
KWE4k0FdpyQ,Mulwanda Health Centre,16033,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
OPzOQszRnJx,Mumbule Dispensary,16034,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
SLTa8EsuOkb,Mumbuni Health Centre (Makueni),12571,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
Sl09BVeTcZl,Mundoli Health Centre,16040,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
z9yLNTDPHpU,Munoywa Dispensary,16044,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
Tf9HS4ZXH3Z,Mur Malanga Dispensary,17523,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
A19e0CHhTj3,Murang'a County Referal Hospital,10777,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,124
cYsHeMRPZ1M,Muriranjas Sub-District Hospital,10782,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
BfAvaT2Tg7P,Murkwijit Dispensary,20055,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,58
GsdR4nzQbYe,Murudef Dispensary,16048,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
JPl6BiRGUjp,Murungaru Health Centre,10786,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
HLBR8Fm8NHq,Musembe Dispensary,16865,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
cFRuOTWF3ur,Musembe Dispensary (Lugari),16051,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
YRMeKjNXBab,Mutara Dispensary,15261,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
SuUvBXuwKzr,Mutha Health Centre,12586,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
Ve2zZoZ9dvj,Muthale Mission Hospital,12587,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
ELHafKamFIR,Muthara Sub-District Hospital,12591,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
SwK1FoPGIDl,Muthegera Dispensary,15263,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
kv6VZcAEqRF,Mutithi Health Centre,10798,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
DwPhw6gtPgG,Mutitu Sub County Hospital,12601,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,23
exexghdqEkv,Mutomo Sub county Hospital,12603,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
UtipAc6rtV6,Mutuini Sub-District Hospital,13105,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
faEkuP9l1mp,Mutyambua Sub County Hospital,12610,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
OjbVkzap0Nz,Muumandu Health Center,12612,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
i091Ei10XBM,Muyeye Health Centre (Municipal),11677,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,79
RhP9ywU9c7a,Mwaluphamba Dispensary,11684,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
AR8hK8NvYFa,Mwanguda Dispensary,20335,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
fcY1fkS6bL1,Mwatate Sub-County Hospital,11695,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
AUcB2mEIdjG,Mwea Drop In Centre,18833,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,297
lna5hD9un4O,Mwea Mission (Our Lady of Lourdes) Hospital,10808,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,25
cfROZdjYJFC,Mweiga Health Centre,10809,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,36
R9fTJQSUjAc,Mwer Dispensary,16788,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
ClVMQmETF4u,Mwingi Level IV Hospital,12626,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16
qWhq6ucH0t0,Naari Health Centre,12631,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
uj2UMJenimd,Nabongo Dispensary,16059,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,26
DfoyCNu7TiG,Naikara Health Centre,15276,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
vA54UoSW4FT,Nairobi Deaf (Liverpool),13108,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,54
BtD2riFtR1r,Nairobi Remand Prison Health Centre,13161,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
A7oMr08DhJB,Nairobi South Clinic,13113,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
aehWJKyrJBo,Nairobi West Men's Prison Dispensary,13116,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
xxTgb27c53F,Nairobi Women Hospital Ongata Rongai,18195,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
YUW5s1vzY9q,Nairobi Women's Hospital (Kitengela),21283,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
KcJIaC2H95Q,Nairobi Women's Hospital - Nakuru (Hyrax),20061,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9
At4nBTRsagY,Nairobi Womens Hospital Adams,16795,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,64
fuHWUdVeIZl,Naisoya Dispensary,15279,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
FhqUs6aRJoX,Naitiri Sub County Hospital,16061,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,51
m6ITwjXu5J5,Naivasha (AIC) Medical Centre,15282,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
RU2jRqYCp2E,Naivasha District Hospital,15280,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
YfliZs1k0Q8,Nakuru War Memorial Hospital,15289,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
tlcvZ4jzPwM,Nakuru West (PCEA) Health Centre,15290,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2
Gs3YhBmcHwO,Nalondo Health Centre (Model),17117,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,43
bm0xjIsElOx,Namagara Dispensary,16064,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,23
z6NaFzIMBFT,Namasoli Health Centre,16065,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
wwBB7XKIgr8,Nambale Sub County Hospital,16066,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,32
G8avY4Gzra8,Namboboto Dispensary,16067,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
vpcUN6fhhfX,Nambuku Model Health Centre,16068,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
Nq0dWw681Qs,Namelok Health Centre,15296,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8
ucpxRXJhTuE,Nandi Hills County Hospital,14179,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,24
EGS0saGNDoS,Nangina Dispensary,16072,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
HHg9KLFF9cu,Nanyuki Cottage Hospital,15304,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
wZYYhq8qsZ0,Nanyuki District Hospital,15305,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
gz6H3xfyKgn,Naromoru Health Centre,10822,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,39
t0urLsXfeXM,Narumoru Catholic Dispensary,16816,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
HvI2Xv1NM4G,Nasianda Health Centre,16075,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,20
Vl9yeiqpaUd,Nasusi Dispensary,16076,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
ZhUKq5RvX0F,Natukobenyo Health Centre,22215,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
MPbxqvaEWLa,Navakholo Sub County Hospital,16078,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12
NxtPmGX4kQD,Naya Health Centre,13837,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,30
RG4eEDBQ8tm,Nazareth Hospital,10825,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,91
GmnUAmcCmsV,Nazareth Hospital (Ruiru),17490,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,11
YipErGJiLow,Ndalu Health Centre,16079,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28
nltKVAqijoC,Ndanai Sub County Hospital,15322,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,83
uAmB8MLWUbq,Ndaragwa Health Centre,10829,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,53
ZqF7NG3gANx,Ndeiya Health Centre,10831,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5
BTkvpaSEq55,Ndere Health Centre,13840,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,13
XYDcUKlknf5,Ndhiwa Sub County Hospital,13841,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,63
PMaCD9epy9o,Ndhuru Dispensary,13842,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,38
gqskItE0Gka,Ndiru Level 4 Hospital,13843,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,24
JdqOvfWtH49,Ndiwa Dispensary,13844,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
QYhKgi9NMUr,Ndori Health Centre,13845,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,29
h0a0zgZUPlq,Nduga Health Centre,19868,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
IlsLa3XVbDY,Ndunduni Dispensary,16922,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
VNthlMGjt7T,Nduru Kadero Health Centre,13848,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,46
hWr7kmALfeT,Neissuit Dispensary,15331,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
kKYdOJ0uRod,New Mawingu Health Centre,10851,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
wY8b3t2QsEL,Ng'Iya Health Centre,13852,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6
B8Y8xuk4MFf,Ng'ong'a Dispensary,17052,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
CDd0j0WKbeJ,Ngaira Rhodes Dispensary,13121,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
HUsIFF3CxlZ,Ngara Health Centre (City Council of Nairobi),13122,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,109
pGJgEAZ6DkV,Ngegu Health Centre,13849,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7
x34xUVEFge4,Ngenda Health Centre,10864,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,14
leXuCmyYwWX,Ngere Health Centre,13850,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,22
Leb942gNGeK,Ngeri Health Centre,17711,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,52
YZyIlJ1KHHA,Ngeta Dispensary,20168,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
dsbD2Xdq2Zg,Ngewa Health Centre,10865,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
cacMe5d5411,Ngito Health Centre,15348,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,80
XWycxNbm28F,Ngodhe Dispensary,13853,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18
peOeXgYmRoo,Ngong Road Dispensary,13123,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1
WzIfzN4cqMu,Ngong Sub-County Hospital,15351,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,97
HIEF04AulGc,Ngorongo Health Centre,10872,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,19
mYCbfDe5PSK,Nguku Dispensary,13855,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,17
O5xsvwvsy27,Nguluni Health Centre,12657,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,16
Hk4RzoagEQy,Nguni Health Centre,12658,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,55
zYj4CXp4xtS,Nguthuru Dispensary,10875,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3
M3drLV2Qeob,Ngwata Health Centre,12663,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,93
E4jVwDn9VtO,Nightingale Medical Centre,13856,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,37
DbOdUfzRcBN,Njabini Catholic Dispensary,17560,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10
n4x5AUMslLY,Njenga Health Centre,28373,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4
A1LHwsmDMUX,Njiru (EDARP) Clinic,17548,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,63
