id,name,lastUpdated,created,shortName,displayName,displayShortName,displayNumeratorDescription,denominatorDescription,displayDenominatorDescription,numeratorDescription,dimensionItem,displayFormName,numerator,denominator,dimensionItemType,indicatorType,indicatorGroups
"aWWDvpwDOYB","Total Female Mono DR TB cases tested HIV","2013-07-18T15:26:38.477000Z","2012-10-14T11:37:34.929000Z","Female Mono DR TB cases t","Total Female Mono DR TB cases tested HIV","Female Mono DR TB cases t","Total Female Mono DR TB cases tested HIV","","","Total Female Mono DR TB cases tested HIV","aWWDvpwDOYB","Total Female Mono DR TB cases tested HIV","#{ohF7EvzReQA.mShPtMKrbn3}+#{ohF7EvzReQA.evzSmUUZM1g}+#{ohF7EvzReQA.WDafWKWrI84}+#{ohF7EvzReQA.g6eOWUrsZRD}+#{ohF7EvzReQA.ppw89viJsQm}+#{ohF7EvzReQA.ePIPTGN08C1}+#{ohF7EvzReQA.XDU1Bi82Hgl}+#{ohF7EvzReQA.MlP8UmeTtS7}+#{ohF7EvzReQA.XIQ1SeOshtt}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,k62k3W1UV7I,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"awxzVTcESLZ","MOH 643 Rapid HBV screening  MOS","2016-07-08T04:13:22.936000Z","2016-07-08T04:13:22.930000Z","MOH 643 Rapid HBV screening  MOS","MOH 643 Rapid HBV screening  MOS","MOH 643 Rapid HBV screening  MOS","Rapid HBV screening","null","null","Rapid HBV screening","awxzVTcESLZ","MOH 643 Rapid HBV screening  MOS","#{MglrUDAeEyA.K8shOw0pNhd}/#{MglrUDAeEyA.R0j6FcLUYwb}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"AX1co0SXobM","PMI_SP MOS","2019-04-23T14:37:44.751000Z","2019-04-23T14:37:44.751000Z","PMI_SP MOS","PMI_SP MOS","PMI_SP MOS","PMI_SP MOS","PMI_SP MOS","PMI_SP MOS","PMI_SP MOS","AX1co0SXobM","PMI_SP MOS","#{imheYfA1Kiw.rPAsF4cpNxm}","#{EtG9ozt2joA.miM6uIJ2cWx}","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,v3p421EJ50L,VePi73lntgX,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aXqPkd8kpQU","MOH 643 Di-Ethyl ether MOS","2017-02-01T21:56:21.246000Z","2016-07-08T04:46:33.152000Z","MOH 643 Di-Ethyl ether MOS","MOH 643 Di-Ethyl ether MOS","MOH 643 Di-Ethyl ether MOS","Di-Ethyl ether","null","null","Di-Ethyl ether","aXqPkd8kpQU","MOH 643 Di-Ethyl ether MOS","#{kPsb6Xekp0d.NHGvTtWMqW5}/#{kPsb6Xekp0d.oaVjwFy2Ayv}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"axS9JHNNI71","Total Male Mono DR TB cases","2013-07-18T15:26:38.352000Z","2012-10-14T11:27:13.090000Z","Total MaleMono DR TB case","Total Male Mono DR TB cases","Total MaleMono DR TB case","Total Male Mono DR TB cases","","","Total Male Mono DR TB cases","axS9JHNNI71","Total Male Mono DR TB cases","#{YX4Zx8WZvbE.k6pLc73EqHg}+#{YX4Zx8WZvbE.sp5O3uieiaL}+#{YX4Zx8WZvbE.bvvGm4SkxGX}+#{YX4Zx8WZvbE.ZlAlLmbVO9k}+#{YX4Zx8WZvbE.r5VV8KQkAUG}+#{YX4Zx8WZvbE.Bhcon9Mwf1x}+#{YX4Zx8WZvbE.ZBKfkjMF8TE}+#{YX4Zx8WZvbE.RYmHjCLU2CB}+#{YX4Zx8WZvbE.DqxmUcaZ8FL}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,k62k3W1UV7I,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"AYBdBp0d1d4","Facility supervised during last quarter","2020-09-18T10:14:31.118000Z","2013-02-07T15:05:13.016000Z","Facility supervised during last quarter","Facility supervised during last quarter","Facility supervised during last quarter","Facility Supervised","","","Facility Supervised","AYBdBp0d1d4","Facility supervised during last quarter","#{NOfWraFeclb.NhSoXUMPK2K}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,rBAAPO26hBv,rvdxnecKX3y,rwAsLJC6Dmq,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,ZG0OtMj5p9K"
"AYtbeQ0IsCM","IHRIS All Nurses Total","2020-09-18T10:14:31.563000Z","2015-12-18T15:28:34.670000Z","IHRIS All Nurses Total","IHRIS All Nurses Total","IHRIS All Nurses Total","Nurse","null","null","Nurse","AYtbeQ0IsCM","IHRIS All Nurses Total","#{pfIYHskfyhQ}+#{oGRUr2UiR8E}+#{CGN15kwiEla.NhSoXUMPK2K}+#{qrQRIOl3Y7W}+#{tdkj2HWk7GG}+#{e4SD2TEWunw}+#{aOH63LerJKG}+#{LJVhaEUREt1}+#{YBRNewyiKTG}+#{FheKkDXpzuB}+#{YFJwW8QWT0s}+#{N6JCCDgmijq}+#{D1YK6LDr1uo}+#{yut0lbk8fLZ}+#{v5YHnZPeu3Y}+#{T0ncWxRLsyF}+#{fDNhtWxxkDD}+#{nW6QimezeUY}","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bdp38hGEjbD,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,ILjnvZREKIe,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"azbF7mQQ6zL","MoH 730A rev2017 Aggregated Physical Stock TB/ HIV DRUGS Pyrazinamide 500mg Tab (for Pack of 28 tabs) 28s","2017-11-21T10:07:21.223000Z","2017-11-21T10:07:21.223000Z","Moh730Arev2017aggstock10","MoH 730A rev2017 Aggregated Physical Stock TB/ HIV DRUGS Pyrazinamide 500mg Tab (for Pack of 28 tabs) 28s","Moh730Arev2017aggstock10","MoH 730A rev2017 Aggregated Physical Stock TB/ HIV DRUGS Pyrazinamide 500mg Tab (for Pack of 28 tabs) 28s numerator","MoH 730A rev2017 Aggregated Physical Stock TB/ HIV DRUGS Pyrazinamide 500mg Tab (for Pack of 28 tabs) 28s denominator","MoH 730A rev2017 Aggregated Physical Stock TB/ HIV DRUGS Pyrazinamide 500mg Tab (for Pack of 28 tabs) 28s denominator","MoH 730A rev2017 Aggregated Physical Stock TB/ HIV DRUGS Pyrazinamide 500mg Tab (for Pack of 28 tabs) 28s numerator","azbF7mQQ6zL","MoH 730A rev2017 Aggregated Physical Stock TB/ HIV DRUGS Pyrazinamide 500mg Tab (for Pack of 28 tabs) 28s","#{rgrECRA0XVz.GvjV9gy3OOc}","1","INDICATOR","gmR4Yqwh6TY","aHA4B9Ubgec,aLAsX2SDTL2,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,v3p421EJ50L,VePi73lntgX,WWzWuhisQ2q,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aZEi1JeeBku","TB_SCDRR-Qty for resupply_R/H/Z/E 150/75/400/275 mg","2016-06-22T11:53:53.856000Z","2016-05-27T10:48:32.547000Z","TB_SCDRR-Qty for resupply_R/H/Z/E 150/75/400/275 m","TB_SCDRR-Qty for resupply_R/H/Z/E 150/75/400/275 mg","TB_SCDRR-Qty for resupply_R/H/Z/E 150/75/400/275 m","TB_DCDRR-Qty for resupply_R/H/Z/E 150/75/400/275 mg","null","null","TB_DCDRR-Qty for resupply_R/H/Z/E 150/75/400/275 mg","aZEi1JeeBku","TB_SCDRR-Qty for resupply_R/H/Z/E 150/75/400/275 mg","(#{yrbLuCsTfPQ.ShAXH8W58Ju}*3)-(#{Vp6ycWrIssj.wGSba4uJwJ8}+#{yrbLuCsTfPQ.dRvK7VxuTSd})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,rCRBXEgblbx,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"azeV3XYnAFU","TB_SCDRR-Ending Bal_R/H 60/30 mg","2016-06-22T11:53:53.984000Z","2016-05-27T11:05:13.543000Z","TB_SCDRR-Ending Bal_R/H 60/30 mg","TB_SCDRR-Ending Bal_R/H 60/30 mg","TB_SCDRR-Ending Bal_R/H 60/30 mg","TB_SCDRR-Ending Bal_R/H 60/30 mg","null","null","TB_SCDRR-Ending Bal_R/H 60/30 mg","azeV3XYnAFU","TB_SCDRR-Ending Bal_R/H 60/30 mg","(#{sGgT9iawrWp.cK2SyNZElX3}+#{sGgT9iawrWp.bmfVdmRmt2K}+#{sGgT9iawrWp.cNxMJ2HZVro})-(#{sGgT9iawrWp.j247mdtxxTx}+#{sGgT9iawrWp.D0TfJD4FuKO}+#{sGgT9iawrWp.LaQhI0l2hg8})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
"azKQf8wCkgL","Quinine Tabs (300mg) Adjusted Consumption","2016-06-24T12:23:32.500000Z","2011-11-22T22:36:41.368000Z","Quinine Tabs 300mg","Quinine Tabs (300mg) Adjusted Consumption","Quinine Tabs 300mg","stock dispe","stock days","stock days","stock dispe","azKQf8wCkgL","Quinine Tabs (300mg) Adjusted Consumption","#{EjdfgUUAfJO.w77uMi1KzOH}*31","31-#{EjdfgUUAfJO.DV8l1KuASLR}","INDICATOR","c7H7CwIHCpf","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,ZG0OtMj5p9K"
"aZQ89hgjPZ1","TB_SCDRR-ending bal Para-aminosalicylic acid 4mg","2016-06-22T11:53:53.737000Z","2016-05-31T11:23:28.865000Z","TB_SCDRR-ending bal Para-aminosalicylic acid 4mg","TB_SCDRR-ending bal Para-aminosalicylic acid 4mg","TB_SCDRR-ending bal Para-aminosalicylic acid 4mg","Para-aminosalicylic acid 4mg","null","null","Para-aminosalicylic acid 4mg","aZQ89hgjPZ1","TB_SCDRR-ending bal Para-aminosalicylic acid 4mg","(#{zth75ip3MUd.cK2SyNZElX3}+#{zth75ip3MUd.bmfVdmRmt2K}+#{zth75ip3MUd.cNxMJ2HZVro})-(#{zth75ip3MUd.LaQhI0l2hg8}+#{zth75ip3MUd.D0TfJD4FuKO}+#{zth75ip3MUd.j247mdtxxTx})","1","INDICATOR","RoofAsu1276","aHA4B9Ubgec,aLAsX2SDTL2,ap8CrNDd9cW,b8otRdixOVE,bbObIZnDVGa,bdp38hGEjbD,bgwUT6SC5OS,BIxF7jWIHFF,BO988GSyf0X,BpL03nl4Ocf,C4ToS1lYxV4,CZRNQxnNaCz,ddm2ypsdPCV,ELK8kWIGThj,eqvpCDa4Bfn,EVdmyCqaRuV,F0KmwJQdQ05,FAaIPJ9q4ss,fJGG6QQIQBt,foNgmbVZNIB,FY80wPmpcGR,GHNwcpeNXm0,HTAoNvBAr9S,hUNI9zf72sM,ILjnvZREKIe,J2WOh2mKvFX,JAZ4pl451fQ,ji8qxM6Z9Pm,JKQJGg8QXcv,kgtSzOCSMRz,kZdf3LmMFKF,L5ypsqd9vf7,lBD0xqWqgqi,LfgaY9O4EP8,Lk0VAWnSLzN,mf75s4n1mCi,mVgPQPypBUb,mwndwamx3WU,N3UGYnhqhM4,NfpY4dDnNKH,nZyZuWGSH2k,O10fUexNsCl,o9ZDTUb3836,oDB3r1mZHZv,oluwuVI5azo,OpM4vDvAs9W,Pa2NFhofhJ6,pd24ijrPxT8,PW9HTNw7Gjc,qL2KXlYDW5G,qQrGvRPfU9v,quxsURVhvlw,rBAAPO26hBv,RhQpITLbWlf,rvdxnecKX3y,rwAsLJC6Dmq,s1Q2w1R9Owj,t0UQvqyJw19,Ti3h3UgLsxt,tSKHyjCk1zl,TY17QjKrsoU,u3WTXBMZc9T,UNB96kotIJU,v3p421EJ50L,VePi73lntgX,WBQEM00Kjl7,wi2yLsuEfLu,wQ5hSHdcGfT,WWzWuhisQ2q,Ym44sNLgAnM,YpfJ35AQEKw,YUgK6HcT79P,yxBBiKKFi5S,ZG0OtMj5p9K"
