uid,mflcode,facility,level,ward,subcounty,county
LF5E1MawfNK,28511,Chidzaya Dispensary,5,Puma Ward,Kinango Sub County,Kwale County
OgkJgRUnnBS,29614,Evojo Health Center,5,Chavakali Ward,Sabatia Sub County,Vihiga County
TblKjH1ctLD,,Mwangaza Ulio Na Tumaini,5,Korogocho Ward,Ruaraka Sub County,Nairobi County
w5gS0diI1Sq,29589,The Lenox Hill Healthcare Centre,5,Mwiki Ward,Kasarani Sub County,Nairobi County
TPreqOYNGIU,29590,The Lenox Hill Healthcare Centre,5,Mwiki Ward,Kasarani Sub County,Nairobi County
ICBVpugNXh1,29602,Kanini Dispensary,5,Mwimbi Ward,Mwimbi Sub County,Tharaka Nithi County
C094qh2CtZS,29626,Royal Dental Clinic (Migori),5,Suna Central Ward,Suna East Sub County,Migori County
RsfvWNhAZPc,29622,Chale Dispensary,5,Kinondo Ward,Msambweni Sub County,Kwale County
Rxu4OtOK3Qq,29625,Dispensary,5,Lelmoko/Ngechek Ward,Chesumei Sub County,Nandi County
W5K1kbLexhI,29627,Kyelendu Dispensary,5,Kangundo North Ward,Kangundo Sub County,Machakos County
q0X3Wk60MZ5,29628,Kyelendu Dispensary,5,Kangundo North Ward,Kangundo Sub County,Machakos County
ujApuVtZafA,23855,Huruma Hospital - Mathare North Annex,5,Utalii Ward,Ruaraka Sub County,Nairobi County
q7CeJl5wDlg,29629,Mavoko SNP Health Centre,5,Syokimau/Mulolongo Ward,Athi River Sub County,Machakos County
gPcV4qc8ja2,29630,Githurai 44 Health Centre,5,Githurai Ward,Roysambu Sub County,Nairobi County
LY3KR28pyis,29632,Bliss GVS HealthCare LTD Iten township,5,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County
wVFHdbGD1wu,29633,Novic Medical Centre,5,Kware Ward,Embakasi South Sub County,Nairobi County
VRPxxkCPsp1,29603,Kanini Dispensary,5,Mwimbi Ward,Mwimbi Sub County,Tharaka Nithi County
jySQK0QmaNG,29623,Chale Dispensary,5,Kinondo Ward,Msambweni Sub County,Kwale County
w28Pdu0Vb7q,29631,Xpress Check Medical Centre Limited,5,Nairobi South Ward,Starehe Sub County,Nairobi County
prV3xxcAwOS,29634,Ngulini Dispensary-Kangundo,5,Kangundo Central Ward,Kangundo Sub County,Machakos County
GrfwIH7nnH7,29591,The Lenox Hill Healthcare Centre,5,Mwiki Ward,Ruiru Sub County,Kiambu County
z7cSUciVqsl,16841,Nkuene (ACK) Dispensary,5,Abothuguchi Central Ward,Imenti Central Sub County,Meru County
Z43oCAXZ1D5,29624,Chale Dispensary,5,Kinondo Ward,Msambweni Sub County,Kwale County
cndqrg0bpTt,29635,True Life Medical Centre,5,Mathare North Ward,Ruaraka Sub County,Nairobi County
VsweX5VhSqF,29639,St.Veronicah Medical Clinic,5,Matuu Ward,Yatta Sub County,Machakos County
HJYSNNlIxGN,29646,Mwein Dispensary,5,Kiptuiya Ward,Chesumei Sub County,Nandi County
XeFZTKPNo1U,14699,Kapedo Sub County Hospital,5,Kapedo/Napeitom Ward,Turkana East Sub County,Turkana County
DfYeNeZovYf,29321,Orombe Dispensary,5,West Gem Ward,Gem Sub County,Siaya County
ocob3EzCVT9,29186,Ivoleni Dispensary,5,Ivingoni/Nzambani Ward,Kibwezi East Sub County,Makueni County
AP1oZw2aniH,29650,Kenai Spine and Orthopaedics Centre,5,Township Ward,Thika Town Sub County,Kiambu County
pBi5k9Na38d,24796,Oracle Healthcare Ltd,5,Kipchebor Ward,Ainamoi Sub County,Kericho County
pg0avYkGeVO,28590,Ositeti Dispensary,5,Naikarra Ward,Narok West Sub County,Narok County
MlXDHcUZjEu,20075,Nyasoko Dispensary,5,South Kanyamkago Ward,Uriri Sub County,Migori County
yB5WlYjVmOv,29653,Vikobani Dispensary,5,Miritini Ward,Jomvu Sub County,Mombasa County
MHYruaPzf55,29640,St.Veronicah Medical Clinic,5,Matuu Ward,Yatta Sub County,Machakos County
LN48J9Cr7aJ,29654,Vikobani Dispensary,5,Miritini Ward,Jomvu Sub County,Mombasa County
A09YgXz02QI,29641,St.Veronicah Medical Clinic,5,Matuu Ward,Yatta Sub County,Machakos County
DNLEbCijBau,29655,Vikobani Dispensary,5,Miritini Ward,Jomvu Sub County,Mombasa County
wjZnKOeSyb5,29643,St.Veronicah Medical Clinic,5,Matuu Ward,Yatta Sub County,Machakos County
WcgLyIJLf1q,29656,The Dawameds Hospital (Amukura),5,Amukura East Ward,Teso South Sub County,Busia County
C1nFVZSK8JN,29658,Township Cottage,5,Moyale Township Ward,Moyale Sub County,Marsabit County
REtlTc5njf4,26737,Hope Worldwide Mukuru Centre of Hope Clinic,5,Landimawe Ward,Starehe Sub County,Nairobi County
gpy46X09GY5,29659,Tumaini Medical Clinic Yatta,5,Ikombe Ward,Yatta Sub County,Machakos County
NwWQsFiD1UC,29660,Checkups Medical Centre,5,Kilimani Ward,Dagoretti North Sub County,Nairobi County
ZzBh1odbn19,29661,Mubukuro Dispensary,5,Mugwe Ward,Chuka Sub County,Tharaka Nithi County
FhZl8TK9wa9,29663,Ravine Glory Hospital Mogotio,5,Mogotio Ward,Mogotio Sub County,Baringo County
l1f23wSDa1o,29665,Elrapha Medical Clinic,5,North Kamagambo Ward,Rongo Sub County,Migori County
UsEryddDZug,29666,Nthigiriri Dispensary,5,Magumoni Ward,Chuka Sub County,Tharaka Nithi County
oPIuMKgQP8t,29671,Kasemeni Dispensary,5,Mwereni Ward,Lunga Lunga Sub County,Kwale County
Tn6q02iE53P,29673,Mwariki Community Dispensary,5,Barut Ward,Nakuru West Sub County,Nakuru County
ORxFucA9IV8,29674,MWAMIVI DISPENSARY,5,Tiwi Ward,Matuga Sub County,Kwale County
BmF7V6jJI0Q,29675,Tiribe Dispensary,5,Mkongani Ward,Matuga Sub County,Kwale County
hVq9IWIO1lv,29676,Kidiani Dispensary,5,Kubo South Ward,Matuga Sub County,Kwale County
zzw8EV6PJLn,29677,Zawadi Dental Clinic,5,Kangundo Central Ward,Kangundo Sub County,Machakos County
NFWTI1aAxz6,29678,Rianthiga Dispensary,5,Mariani Ward,Igambangombe Sub County,Tharaka Nithi County
infG35JnwCD,29679,Kiamurukima Dispensary,5,Gatunga Ward,Tharaka North Sub County,Tharaka Nithi County
Fv5BzEKmXfp,29680,Ntoroni Dispensary,5,Mukothima Ward,Tharaka North Sub County,Tharaka Nithi County
NmI1S5fQDTD,29642,St.Veronicah Medical Clinic,5,Matuu Ward,Yatta Sub County,Machakos County
H5z2UZ1Ne3B,29662,Mubukuro Dispensary,5,Mugwe Ward,Chuka Sub County,Tharaka Nithi County
To53NxvtG28,29667,Nthigiriri Dispensary,5,Magumoni Ward,Chuka Sub County,Tharaka Nithi County
inOFwlPScrB,29668,Machakos Doctors Plaza - Matuu,5,Matuu Ward,Yatta Sub County,Machakos County
TP0ATHYvT0B,29669,Viet Medical Clinic,5,Ichagaki Ward,Muranga South Sub County,Muranga County
kIu1ZiuWQMv,29670,The Modern Liberty Hospital LIMITED,5,Nzambani Ward,Kitui East Sub County,Kitui County
GV9n2dWe0Zw,29672,Jego Dispensary,5,Vanga Ward,Lunga Lunga Sub County,Kwale County
Vdt3Dk4O1SR,29681,RATADO TUMAINI HEALTH CARE,5,West Ugenya Ward,Ugenya Sub County,Siaya County
U8fkDg39RpE,29683,KIRIANI DISPENSARY,5,Chogoria Ward,Mwimbi Sub County,Tharaka Nithi County
eyXz0Wdkbym,29686,KIRIANI DISPENSARY,5,Chogoria Ward,Mwimbi Sub County,Tharaka Nithi County
gu6YgqhvTpw,29657,Leben Medical Service,5,Butali/Chegulo Ward,Malava Sub County,Kakamega County
KspUHLtkHQK,29644,Mbulutini Dispensary (Makueni),5,Mbitini Ward,Makueni Sub County,Makueni County
TsUJfhYmPEj,29682,Healcreast Hospital,5,Witeithie Ward,Juja Sub County,Kiambu County
peqo6vCyr5S,29684,Rehoboth-ke Medical Clinic,5,Gathara Ward,Kinangop Sub County,Nyandarua County
uJynDr8e302,29685,Madera Dispensary,5,Ngolia Ward,Voi Sub County,Taita Taveta County
sgwSyE1poux,29687,Daraja Mungu,5,Kibingei Ward,Kimilili Sub County,Bungoma County
QyXDVMbt8QC,29599,Siksiket Dispensary,5,Kiptuiya Ward,Chesumei Sub County,Nandi County
KxziAuVxUCc,29691,Rehobotke Medical Clinic,5,Gathara Ward,Kinangop Sub County,Nyandarua County
r9fsGBlOXE2,14512,Gitwamba Health Centre,5,Saboti Ward,Saboti Sub County,Trans Nzoia County
FG4KjHWEAa4,28998,Sunshine Medical Plaza,5,Dundori Ward,Nakuru North Sub County,Nakuru County
rVL1C8zuENN,29695,Aroha Cancer Centre,5,Municipality Ward,Imenti North Sub County,Meru County
W5ilipFeiBW,29693,Wisdom Medical Services,5,Kariobangi South Ward,Embakasi West Sub County,Nairobi County
mPhfTP3qPNu,29697,Savvion Medical Centre,5,Muthwani Ward,Athi River Sub County,Machakos County
AyKCMnuHYdS,29698,Rwathia Medical Clinic,5,Rwathia Ward,Kangema Sub County,Muranga County
wwvfBuibBst,10371,Jamii Medical Clinic (Muranga North),5,Mugoiri Ward,Kiharu Sub County,Muranga County
LnVFx00BhRw,24618,Dice icl  bomet,5,Silibwet Township Ward,Bomet Central Sub County,Bomet County
h8gciTrB04j,20839,Impact Health Care,5,Kiamaina Ward,Nakuru North Sub County,Nakuru County
X5QVznOqy3B,29307,Dics Medical Clinic,5,Kagundu-ini Ward,Kandara Sub County,Muranga County
wV5xQoz25VM,29694,Gesoko Medical Clinic,5,Kondele Ward,Kisumu Central Sub County,Kisumu County
v8hXU0V2WC2,29696,Aroha Cancer Centre,5,Municipality Ward,Imenti North Sub County,Meru County
CbujJS1UPZj,29699,Bashan Medical Centre,5,Waa Ng'ombeni Ward,Matuga Sub County,Kwale County
GdeNiAJ3aem,29645,Mbulutini Dispensary (Makueni) (DELETE),5,Mbitini Ward,Makueni Sub County,Makueni County
PkOYce4wu1i,29200,Rellinsmed Health Care Services,5,Mutithi Ward,Kirinyaga North/Mwea West Sub County,Kirinyaga County
qhg33Hmq9Bj,29703,Tonya Dispensry,5,Marimanti Ward,Tharaka South Sub County,Tharaka Nithi County
OOgLUIQ8JMm,29702,Junction Point Medicare,5,Kithimani Ward,Yatta Sub County,Machakos County
CtSE2BlNuVI,29704,Advanced Care Diagnostics and Renal Dialysis Centre,5,Kilimani Ward,Dagoretti North Sub County,Nairobi County
IL09fyBFgu0,21361,Kangitit Dispensary,5,Lokori/Kochodin Ward,Turkana East Sub County,Turkana County
lgwJPkPr3pM,29710,Urbanis Clinic,5,Kileleshwa Ward,Dagoretti North Sub County,Nairobi County
R7ZXXi7BB4b,29720,Bliss GVS Health Care LTD Moi Avenue,5,Nairobi Central Ward,Starehe Sub County,Nairobi County
onBSV6TISkk,29708,A.I.C Simbi-Lelwak Dispensary,5,Nandi Hills Ward,Nandi Hills Sub County,Nandi County
WThBLBPOgTs,29716,Kikelelwa Dispensary,5,Rombo Ward,Loitokitok Sub County,Kajiado County
M1LJmQkD8nD,29717,Brawn's Curative  Centre,5,Lugaga-wamuluma Ward,Vihiga Sub County,Vihiga County
Tf4O0WuNjgg,29718,Gertrudes Garden Children's Hospital,5,Kitengela Ward,Kajiado East Sub County,Kajiado County
SIwYggIanTM,29709,Urbanis Clinic,5,Kileleshwa Ward,Dagoretti North Sub County,Nairobi County
sgfdnFDfKCE,29705,Amalemba annex Medical Clinic,5,Shirere Ward,Lurambi Sub County,Kakamega County
G5ChpJcQlts,29196,Shambani GOK Dispensary Isiolo,5,Burat Ward,Isiolo Sub County,Isiolo County
lIyqgLnaVsq,29706,Orus Dispensary,5,Tangulbei/Korossi Ward,Tiaty East Sub County,Baringo County
Uw5IrBswpdJ,29711,Urbanis Clinic,5,Kileleshwa Ward,Dagoretti North Sub County,Nairobi County
PCZWBGXdpBT,29707,GDC Staff Clinic Paka,5,Loiyamorok Ward,Tiaty East Sub County,Baringo County
Zlg4DokbjUE,29712,Urbanis Clinic,5,Kileleshwa Ward,Dagoretti North Sub County,Nairobi County
EuZR4GnKQ3T,14473,Tdmp Tangulbei Dispensary,5,Tangulbei/Korossi Ward,Tiaty East Sub County,Baringo County
hikYt9LTODA,29714,Urbanis Clinic,5,Kileleshwa Ward,Dagoretti North Sub County,Nairobi County
hKJpuyhNLSc,18316,Kaunguni Health centre,5,Nguumo Ward,Kibwezi West Sub County,Makueni County
jSSNGljYmAR,28844,Bendera Dispensary,5,El-barta Ward,Samburu North Sub County,Samburu County
YJgYavXNm9l,29145,Bethel Afya Clinic,5,Babandogo Ward,Ruaraka Sub County,Nairobi County
iUCmU9Ov2br,22550,Sarura Disp,5,Kwanza Ward,Kwanza Sub County,Trans Nzoia County
BFNAAK5FfHn,29729,Lifeline Group of Hospitals Limited- Annex,5,Kahawa Wendani Ward,Ruiru Sub County,Kiambu County
wEE6yWO4stD,29637,Invela Health Care LTD-Iten,5,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County
wcx0GAkbdnm,29731,Gathiriga Dispensary(Kipipiri),5,Githioro Ward,Kipipiri Sub County,Nyandarua County
sgjIpC8mi8h,29732,Queens Family Clinic,5,Makuyu Ward,Muranga South Sub County,Muranga County
yMG8Hx2fXNG,29734,Elevated Medical Services,5,Makuyu Ward,Muranga South Sub County,Muranga County
drcLAsEqoq6,29735,Rhodes Medical Center,5,Iria-ini Ward,Nyeri South Sub County,Nyeri County
KAVXvgq1T4g,29743,Park Ville Medical Center,5,Karura Ward,Westlands Sub County,Nairobi County
GKkpSzKHlCt,29744,Shifa Maternal and Child Care Limited,5,Waberi Ward,Garissa Sub County,Garissa County
Lx4VKs1SRn9,29747,Methodist Treatment And  Rehibilitation Centre,5,Nyaki West Ward,Imenti North Sub County,Meru County
nlQHiBJhsPN,29748,Elemam Medical Clinic,5,Akirang'ondu Ward,Igembe Central Sub County,Meru County
UyLTqGs8v5X,29749,Winks Medical Clinic,5,Igembe East Ward,Igembe Central Sub County,Meru County
jYdAuDB1TAx,29750,Afya Hill Medical Centre,5,Bokeira Ward,Nyamira North Sub County,Nyamira County
mOrsnAGjBb2,29751,Jahely Neema,5,Shirere Ward,Lurambi Sub County,Kakamega County
nt7yFHxbYfK,12240,Kathyaka Health Centre,5,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County
geXUE6Tytud,27405,Frejo Diagnistic and Medical Centre Ruiru,5,Gatongora Ward,Ruiru Sub County,Kiambu County
B3GnI2M4oBU,29742,Hongwe Dispensary,5,Hongwe Ward,Lamu West Sub County,Lamu County
RwspKags72S,29745,Wiyoni Dispensary,5,Mkomani Ward,Lamu West Sub County,Lamu County
FjqlcBMDPLk,29715,Urbanis Clinic,5,Kileleshwa Ward,Dagoretti North Sub County,Nairobi County
H7WGIqZe2cO,29730,Sioux Medical Center Limited,5,Biashara Ward,Ruiru Sub County,Kiambu County
IB8U0J7QmWD,23430,Darmac Medical Clinic,5,Kiuu Ward,Ruiru Sub County,Kiambu County
wAm1XO1hUSf,29733,Soroko Dispensary,5,Witu Ward,Lamu West Sub County,Lamu County
vVEMfbtGnMp,29752,Kashmir Dispensary,5,Mkomani Ward,Lamu West Sub County,Lamu County
k4xj7AIpQRq,29754,JEWOM MEDICAL CLINIC,5,Mwiyogo/Endarasha Ward,Kieni West Sub County,Nyeri County
ldTs7l4tu6V,11076,Subuku Health Centre,5,Central Ward,Ndaragwa Sub County,Nyandarua County
j2dZntYF1Ds,29755,Kona Njema Dispensary,5,Witu Ward,Lamu West Sub County,Lamu County
TcsBkikbo1q,29759,Marina Hospital,5,Pipeline Ward,Embakasi South Sub County,Nairobi County
FEHEnthcNG9,16165,Your Family Clinic,5,Bukhayo West Ward,Matayos Sub County,Busia County
DE6mjvYQYn1,25543,Oran Clinic,5,Marmanet Ward,Laikipia West Sub County,Laikipia County
xgPQPj9wf44,29756,Chalaluma Dispensary,5,Witu Ward,Lamu West Sub County,Lamu County
On7oNxWBULw,25183,St. John Medical Clinic,5,Githobokoni Ward,Gatundu North Sub County,Kiambu County
W6WhM5u6OL9,29760,Marie Star medical Cinic,5,Sheywe Ward,Lurambi Sub County,Kakamega County
JMJSWcOYd6m,29762,Masaka Dispensary,5,Masogo/Nyang'oma Ward,Muhoroni Sub County,Kisumu County
t1Sit0KrbOb,29764,Survivors Organization,5,Malaba Central Ward,Teso North Sub County,Busia County
QkppEpvqcWG,29765,National Oncology Reference Laboratory,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
tplYqAYx22z,29766,Aligula Dispensary,5,Likuyani Ward,Likuyani Sub County,Kakamega County
JIB1h1goPo7,29767,Kemri Medical Centre,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
YtjEbRDndoe,29768,Winston,5,Embakasi Ward,Embakasi East Sub County,Nairobi County
VBjq3qYnryY,29769,Mathangathi Dispensary,5,Mavindini Ward,Makueni Sub County,Makueni County
yVdqI4IgIKu,22538,Imani Medical Centre(Kitui Central),5,Mulango Ward,Kitui Central Sub County,Kitui County
ePUkQPSc75V,29771,Nairobi Regional Hospital - Kahawa Garrison,5,Kahawa West Ward,Roysambu Sub County,Nairobi County
NiMKl2wAwyv,29775,HOPE HARTSHILL CLINIC,5,Kagan Ward,Rangwe Sub County,Homa Bay County
K3zMEKmE0ia,24929,Mediheal Hospital (Nakuru) Annex,5,London Ward,Nakuru West Sub County,Nakuru County
ByNLaBjxdZ9,22076,Kitale Hospital,5,Hospital Ward,Kiminini Sub County,Trans Nzoia County
YNirRXqtl9U,28409,Harwale Dispensary,5,Kutulo Ward,Kutulo Sub County,Mandera County
Fa6uoTWPuhk,18878,Kiganjo community Medical Centre,5,Kamenu Ward,Thika Town Sub County,Kiambu County
cPU7gAlPGs7,14064,Sagam Community Hospital,5,East Gem Ward,Gem Sub County,Siaya County
G7jQqbsL4tB,23745,Waberi Hospital,5,Waberi Ward,Garissa Sub County,Garissa County
Foa47NWS99b,15773,Subukia Intergrated Medical Centre,5,Subukia Ward,Subukia Sub County,Nakuru County
IYzfAu0U48D,26864,Fadi Medicare,5,Biashara Ward,Nakuru East Sub County,Nakuru County
ARESw4W0mT3,25744,Bomani Hospital,5,Riana Ward,Bonchari Sub County,Kisii County
p9mUyKzGVP8,22262,Kabo Dispensary,5,Lafey Ward,Lafey Sub County,Mandera County
G7NcWKemyCQ,23462,Buckner Medical Clinic,5,Malakisi/South Kulisiru Ward,Sirisia Sub County,Bungoma County
BGjqfw6rewx,21602,Korabariet Dispensary,5,Kiptororo Ward,Kuresoi North Sub County,Nakuru County
vzRh9ON9ZsM,11555,Malindi Sub-County Hospital,5,Shella Ward,Malindi Sub County,Kilifi County
tbuFtBXG50Z,26524,Kiptaiwa,5,Barwessa Ward,Baringo North Sub County,Baringo County
QKMVZTFTZXw,25116,Misambi Baptist Medical Centre,5,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County
tqkK5B9VhCf,27162,Wincare Medical Centre Chabera,5,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County
kp86qyNQg2N,20932,Kwawanzilu Disp,5,Ekalakala Ward,Masinga Sub County,Machakos County
sydHOsaCXEQ,16875,Lombi Medical Clinic,5,Kokwanyo/Kakelo Ward,Kabondo Kasipul Sub County,Homa Bay County
ZF8FW5umE2P,29777,Udimba Dispensary,5,North Sakwa Ward,Bondo Sub County,Siaya County
sz64e1wRlKg,29776,Minyiri Dispensary,5,Central Sakwa Ward,Bondo Sub County,Siaya County
tjz51V7nUFp,17586,Badilika VCT,5,Kabondo East Ward,Kabondo Kasipul Sub County,Homa Bay County
dWk7fCMuQ7x,14795,Kapua Dispensary,5,Kalokol Ward,Turkana Central Sub County,Turkana County
Any5e34YGqV,14683,Kanawoi Dispensary,5,Kanamkemer Ward,Turkana Central Sub County,Turkana County
K0oHsYBdJe6,23697,Kenya Oil Dispensary,5,Kang'atotha Ward,Turkana Central Sub County,Turkana County
gprmgm2HZYi,28319,Kidunguni Dispensary Likoni,5,Likoni Ward,Likoni Sub County,Mombasa County
emnI9dqORPt,12879,Bahati Health Centre,5,Maringo/Hamza Ward,Makadara Sub County,Nairobi County
it85wWtSqRp,14555,Huruma District Hospital,5,Huruma Ward,Turbo Sub County,Uasin Gishu County
CytXkaZ0th5,29367,kaplutiet dispensary,5,Kabianga Ward,Belgut Sub County,Kericho County
G0sUIXzuvit,29779,West Hills Community Hospital,5,South Sakwa Ward,Bondo Sub County,Siaya County
ARYN5IoVnPj,13446,Tarbaj Hospital,5,Tarbaj Ward,Tarbaj Sub County,Wajir County
GtQpdTAO5gN,24598,Jigjiga,5,Della Ward,Eldas Sub County,Wajir County
DG3GDyxADpb,28423,Mama Rehema Medical Clinic,5,Kalimoni Ward,Juja Sub County,Kiambu County
ifCWTN9WMlL,28446,Aloha Medical Clinic,5,Nkomo Ward,Tigania West Sub County,Meru County
GU6TUrTgtSl,29781,Janice Cholerton Medical & Cancer Centre (Golfcourse),5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
ny78LOEEldg,29782,Janice Cholerton Medical & Cancer Centre (Golfcourse),5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
kJl02hCvEpH,28292,Lubryl Medical Centre,5,Lucky Summer Ward,Ruaraka Sub County,Nairobi County
jd3EqrxWAEd,29784,JOSNAM MEDICAL CARE,5,Keiyo Ward,Kwanza Sub County,Trans Nzoia County
e1AHoHx6jmk,29786,Aquadent Company Limited,5,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County
vTYbdIb2UUP,21251,Bungoma Children's Clinic,5,Marakaru/Tuuti Ward,Kanduyi Sub County,Bungoma County
P6phZqffNXt,29787,St. Lucia Health Clinic,5,Sigona Ward,Kikuyu Sub County,Kiambu County
n4HInXmK7uw,21132,Olesonkoyo Dispensary Narok North,5,Olorropil Ward,Narok North Sub County,Narok County
hQKXR58LXng,28514,Noiwet Medical Clinic,5,Mogotio Ward,Mogotio Sub County,Baringo County
jl6ZtyEuJCz,28516,Ogwang Bware Health Centre,5,Kendu Bay Town Ward,Karachuonyo Sub County,Homa Bay County
klltDPmWEwT,28575,Notre Dame,5,Biashara Ward,Nakuru East Sub County,Nakuru County
GqH5aniosfc,28565,Likbarrakah Likoni Medical Clinic,5,Timbwani Ward,Likoni Sub County,Mombasa County
wi1we3OlD7A,25221,Coast General Teaching and Referral Hospital Vikwatani Outreach Centre,5,Mtopanga Ward,Kisauni Sub County,Mombasa County
Ssbkr9jzWWk,14212,Archers Post Health Centre,5,Waso Ward,Samburu East Sub County,Samburu County
ugRMlxqW6ig,12478,Masumba Health Centre,5,Nguu/Masumba Ward,Kibwezi West Sub County,Makueni County
ubYSAHlGbvb,12004,Embu Provincial General Hospital,5,Kirimari Ward,Manyatta Sub County,Embu County
mZ2YhayT3eP,28611,Carmel Dispensary,5,West Bukusu Ward,Bumula Sub County,Bungoma County
f8GXUUOSkR6,12719,Runyenjes District Hospital,5,Central Ward,Runyenjes Sub County,Embu County
amP1kWytNm2,12413,Consolata Kyeni Hospital,5,Kyeni North Ward,Runyenjes Sub County,Embu County
FqkudDNolS5,23345,Lengusaka Dispensary,5,Wamba East Ward,Samburu East Sub County,Samburu County
pmG7Xp4Uqwd,17349,Nyimbei Dispensary,5,Mochongoi Ward,Marigat Sub County,Baringo County
AxcEIYpvsXk,23574,Kapkut Dispensary,5,Kapropita Ward,Baringo Central Sub County,Baringo County
OpaZHWAnkl2,17102,Kibiryokwonin Dispensary,5,Saimo/Soi Ward,Baringo North Sub County,Baringo County
A3Iwp6BOLfT,29788,Purezion Medical Clinic,5,Ndalani Ward,Yatta Sub County,Machakos County
gFBAFcueFtr,17191,Murindoku Dispensary,5,Nyota Ward,Kuresoi North Sub County,Nakuru County
ZMlhxUv7Kaz,,Closed_Chebarus Dispensary (delete),5,Kiplombe Ward,Turbo Sub County,Uasin Gishu County
PwSKAiPA49K,,Kamulat Clinic (Ndabarnach) Diplicate,5,Moi's Bridge Ward,Soy Sub County,Uasin Gishu County
gLSd11xqVwi,29789,Sinai GM Medical Centre,5,Mwihoko Ward,Ruiru Sub County,Kiambu County
AKhVrrqumM6,10666,Lusigetti sub-county hospital,5,Nachu Ward,Kikuyu Sub County,Kiambu County
cPO17RJOY9Y,29792,St Joseph Good Samaritan Medical Center,5,Ithanga Ward,Gatanga Sub County,Muranga County
DGtZEgXdZAg,29795,Red Tribe Maasai Health Care Clinic,5,Loita Ward,Narok South Sub County,Narok County
X7BTFGdKhmw,29797,komo Dispensary,5,Gatuanyaga Ward,Thika Town Sub County,Kiambu County
df7NzHNDHXD,29798,Nyakoe Diagnosis and Medical Centre,5,Kitutu Central Ward,Kitutu Chache South Sub County,Kisii County
oUQumov3DAa,29793,Karumandi Medical Center,5,Karumandi Ward,Kirinyaga East Sub County,Kirinyaga County
mQzzJPQcYls,29801,Fortis Diagnostic Centre,5,Municipality Ward,Imenti North Sub County,Meru County
chknQGje7CM,29794,Mpara Dispensary,5,Sekerr Ward,Pokot Central Sub County,West Pokot County
SX72VMoxrlq,29796,Ivory Health Solution Limited,5,Githunguri Ward,Githunguri Sub County,Kiambu County
