facility,ward,subcounty,county,Datim_Facility_UID,DATIM_Disag_ID,DATIM_Disag_Name,datim_data,,,,,
Likuyani Sub-County Hospital,Likuyani Ward,Likuyani Sub County,Kakamega County,T5awNzefJtf,Yf1BiWq71NE,15+ | Female,330,0.000284402,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,Yf1BiWq71NE,15+ | Female,8,6.89459E-06,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,Yf1BiWq71NE,15+ | Female,21,1.80983E-05,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,chrwpNxHlQQ,<15 | Female,3,2.58547E-06,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,zHSL7ATXJib,<15 | Male,5,4.30912E-06,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,XX7hDj6iz0D,15+ | Male,65,5.60185E-05,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,uURluLqPIJ5,<15 | Unknown Sex,5,4.30912E-06,,,,
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,n7tuDSPEHow,Yf1BiWq71NE,15+ | Female,119,0.000102557,,,,
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,oelX4arc5rL,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,oelX4arc5rL,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,oelX4arc5rL,zHSL7ATXJib,<15 | Male,3,2.58547E-06,,,,
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,oelX4arc5rL,XX7hDj6iz0D,15+ | Male,35,3.01638E-05,,,,
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,oelX4arc5rL,uURluLqPIJ5,<15 | Unknown Sex,5,4.30912E-06,,,,
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,oelX4arc5rL,Yf1BiWq71NE,15+ | Female,112,9.65243E-05,,,,
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ZSzAwUFD6hr,Yf1BiWq71NE,15+ | Female,,0,,,,
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ZSzAwUFD6hr,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ZSzAwUFD6hr,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ZSzAwUFD6hr,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ZSzAwUFD6hr,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ZSzAwUFD6hr,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ZSzAwUFD6hr,Yf1BiWq71NE,15+ | Female,9,7.75641E-06,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,Yf1BiWq71NE,15+ | Female,16,1.37892E-05,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,chrwpNxHlQQ,<15 | Female,9,7.75641E-06,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,zHSL7ATXJib,<15 | Male,4,3.4473E-06,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,XX7hDj6iz0D,15+ | Male,77,6.63604E-05,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,uURluLqPIJ5,<15 | Unknown Sex,17,1.4651E-05,,,,
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,PdIr8oh4FF9,Yf1BiWq71NE,15+ | Female,215,0.000185292,,,,
Jaffery Medical Clinic,Mji Wa Kale/Makadara Ward,Mvita Sub County,Mombasa County,rKCowHAAnip,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Jaffery Medical Clinic,Mji Wa Kale/Makadara Ward,Mvita Sub County,Mombasa County,rKCowHAAnip,Yf1BiWq71NE,15+ | Female,13,1.12037E-05,,,,
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,kWpCJWR7J9A,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,kWpCJWR7J9A,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,kWpCJWR7J9A,Yf1BiWq71NE,15+ | Female,6,5.17094E-06,,,,
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,kWpCJWR7J9A,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,kWpCJWR7J9A,zHSL7ATXJib,<15 | Male,5,4.30912E-06,,,,
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,kWpCJWR7J9A,XX7hDj6iz0D,15+ | Male,79,6.80841E-05,,,,
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,kWpCJWR7J9A,uURluLqPIJ5,<15 | Unknown Sex,30,2.58547E-05,,,,
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,kWpCJWR7J9A,Yf1BiWq71NE,15+ | Female,148,0.00012755,,,,
Nairobi West Men's Prison Dispensary,Nairobi West Ward,Langata Sub County,Nairobi County,Il8gObENErc,XX7hDj6iz0D,15+ | Male,25,2.15456E-05,,,,
Nairobi West Men's Prison Dispensary,Nairobi West Ward,Langata Sub County,Nairobi County,Il8gObENErc,Yf1BiWq71NE,15+ | Female,18,1.55128E-05,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,Yf1BiWq71NE,15+ | Female,19,1.63747E-05,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,Yf1BiWq71NE,15+ | Female,41,3.53348E-05,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,chrwpNxHlQQ,<15 | Female,10,8.61824E-06,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,zHSL7ATXJib,<15 | Male,15,1.29274E-05,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,XX7hDj6iz0D,15+ | Male,175,0.000150819,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,uURluLqPIJ5,<15 | Unknown Sex,14,1.20655E-05,,,,
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,qYqnnlMBqUk,Yf1BiWq71NE,15+ | Female,394,0.000339559,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,Yf1BiWq71NE,15+ | Female,6,5.17094E-06,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,Yf1BiWq71NE,15+ | Female,36,3.10257E-05,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,chrwpNxHlQQ,<15 | Female,4,3.4473E-06,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,zHSL7ATXJib,<15 | Male,4,3.4473E-06,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,XX7hDj6iz0D,15+ | Male,155,0.000133583,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,uURluLqPIJ5,<15 | Unknown Sex,18,1.55128E-05,,,,
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,IwXrqpEgEAG,Yf1BiWq71NE,15+ | Female,319,0.000274922,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,Yf1BiWq71NE,15+ | Female,17,1.4651E-05,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,XX7hDj6iz0D,15+ | Male,9,7.75641E-06,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,Yf1BiWq71NE,15+ | Female,25,2.15456E-05,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,chrwpNxHlQQ,<15 | Female,13,1.12037E-05,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,zHSL7ATXJib,<15 | Male,7,6.03277E-06,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,XX7hDj6iz0D,15+ | Male,9,7.75641E-06,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,XX7hDj6iz0D,15+ | Male,286,0.000246482,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,uURluLqPIJ5,<15 | Unknown Sex,22,1.89601E-05,,,,
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,Oc63qmXwWbD,Yf1BiWq71NE,15+ | Female,545,0.000469694,,,,
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,n3tzbnxK1yC,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,n3tzbnxK1yC,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,n3tzbnxK1yC,chrwpNxHlQQ,<15 | Female,2,1.72365E-06,,,,
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,n3tzbnxK1yC,zHSL7ATXJib,<15 | Male,3,2.58547E-06,,,,
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,n3tzbnxK1yC,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,n3tzbnxK1yC,XX7hDj6iz0D,15+ | Male,26,2.24074E-05,,,,
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,n3tzbnxK1yC,uURluLqPIJ5,<15 | Unknown Sex,6,5.17094E-06,,,,
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,n3tzbnxK1yC,Yf1BiWq71NE,15+ | Female,73,6.29131E-05,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,Yf1BiWq71NE,15+ | Female,7,6.03277E-06,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,Yf1BiWq71NE,15+ | Female,18,1.55128E-05,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,zHSL7ATXJib,<15 | Male,3,2.58547E-06,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,XX7hDj6iz0D,15+ | Male,103,8.87679E-05,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,uURluLqPIJ5,<15 | Unknown Sex,4,3.4473E-06,,,,
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,UzIL355j0wb,Yf1BiWq71NE,15+ | Female,203,0.00017495,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,Yf1BiWq71NE,15+ | Female,10,8.61824E-06,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,Yf1BiWq71NE,15+ | Female,17,1.4651E-05,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,chrwpNxHlQQ,<15 | Female,7,6.03277E-06,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,zHSL7ATXJib,<15 | Male,5,4.30912E-06,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,XX7hDj6iz0D,15+ | Male,2,1.72365E-06,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,XX7hDj6iz0D,15+ | Male,141,0.000121517,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,uURluLqPIJ5,<15 | Unknown Sex,21,1.80983E-05,,,,
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,wltr8qenPZO,Yf1BiWq71NE,15+ | Female,310,0.000267165,,,,
Musalala Dispensary,Ilima Ward,Kaiti Sub County,Makueni County,YFjKVxqHwxg,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Musalala Dispensary,Ilima Ward,Kaiti Sub County,Makueni County,YFjKVxqHwxg,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Musalala Dispensary,Ilima Ward,Kaiti Sub County,Makueni County,YFjKVxqHwxg,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Musalala Dispensary,Ilima Ward,Kaiti Sub County,Makueni County,YFjKVxqHwxg,Yf1BiWq71NE,15+ | Female,14,1.20655E-05,,,,
Al Farooq Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,qMSgijNdXdA,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Al Farooq Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,qMSgijNdXdA,XX7hDj6iz0D,15+ | Male,32,2.75784E-05,,,,
Al Farooq Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,qMSgijNdXdA,Yf1BiWq71NE,15+ | Female,62,5.34331E-05,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,Yf1BiWq71NE,15+ | Female,18,1.55128E-05,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,Yf1BiWq71NE,15+ | Female,14,1.20655E-05,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,chrwpNxHlQQ,<15 | Female,5,4.30912E-06,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,zHSL7ATXJib,<15 | Male,3,2.58547E-06,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,XX7hDj6iz0D,15+ | Male,69,5.94658E-05,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,uURluLqPIJ5,<15 | Unknown Sex,13,1.12037E-05,,,,
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,gIQcyTeXICr,Yf1BiWq71NE,15+ | Female,198,0.000170641,,,,
Chemworor Health Centre,Sambirir Ward,Marakwet East Sub County,Elgeyo Marakwet County,K9SE2PQn4CG,chrwpNxHlQQ,<15 | Female,2,1.72365E-06,,,,
Chemworor Health Centre,Sambirir Ward,Marakwet East Sub County,Elgeyo Marakwet County,K9SE2PQn4CG,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Chemworor Health Centre,Sambirir Ward,Marakwet East Sub County,Elgeyo Marakwet County,K9SE2PQn4CG,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Chemworor Health Centre,Sambirir Ward,Marakwet East Sub County,Elgeyo Marakwet County,K9SE2PQn4CG,Yf1BiWq71NE,15+ | Female,24,2.06838E-05,,,,
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,UUq8RRwtPRk,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,UUq8RRwtPRk,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,UUq8RRwtPRk,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,UUq8RRwtPRk,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,UUq8RRwtPRk,XX7hDj6iz0D,15+ | Male,7,6.03277E-06,,,,
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,UUq8RRwtPRk,uURluLqPIJ5,<15 | Unknown Sex,7,6.03277E-06,,,,
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,UUq8RRwtPRk,Yf1BiWq71NE,15+ | Female,24,2.06838E-05,,,,
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,DQg9oHt5IxZ,Yf1BiWq71NE,15+ | Female,1,8.61824E-07,,,,
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,DQg9oHt5IxZ,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,DQg9oHt5IxZ,zHSL7ATXJib,<15 | Male,1,8.61824E-07,,,,
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,DQg9oHt5IxZ,XX7hDj6iz0D,15+ | Male,10,8.61824E-06,,,,
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,DQg9oHt5IxZ,uURluLqPIJ5,<15 | Unknown Sex,3,2.58547E-06,,,,
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,DQg9oHt5IxZ,Yf1BiWq71NE,15+ | Female,9,7.75641E-06,,,,
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,k4pysdWlNms,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,k4pysdWlNms,XX7hDj6iz0D,15+ | Male,5,4.30912E-06,,,,
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,k4pysdWlNms,Yf1BiWq71NE,15+ | Female,32,2.75784E-05,,,,
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,k4pysdWlNms,chrwpNxHlQQ,<15 | Female,2,1.72365E-06,,,,
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,k4pysdWlNms,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,k4pysdWlNms,XX7hDj6iz0D,15+ | Male,97,8.35969E-05,,,,
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,k4pysdWlNms,uURluLqPIJ5,<15 | Unknown Sex,4,3.4473E-06,,,,
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,k4pysdWlNms,Yf1BiWq71NE,15+ | Female,175,0.000150819,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,Yf1BiWq71NE,15+ | Female,10,8.61824E-06,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,chrwpNxHlQQ,<15 | Female,6,5.17094E-06,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,zHSL7ATXJib,<15 | Male,6,5.17094E-06,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,XX7hDj6iz0D,15+ | Male,6,5.17094E-06,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,XX7hDj6iz0D,15+ | Male,126,0.00010859,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,uURluLqPIJ5,<15 | Unknown Sex,25,2.15456E-05,,,,
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,No2gLbDeU26,Yf1BiWq71NE,15+ | Female,212,0.000182707,,,,
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,PdOn1LHL9gq,Yf1BiWq71NE,15+ | Female,2,1.72365E-06,,,,
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,PdOn1LHL9gq,Yf1BiWq71NE,15+ | Female,4,3.4473E-06,,,,
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,PdOn1LHL9gq,chrwpNxHlQQ,<15 | Female,1,8.61824E-07,,,,
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,PdOn1LHL9gq,XX7hDj6iz0D,15+ | Male,1,8.61824E-07,,,,
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,PdOn1LHL9gq,XX7hDj6iz0D,15+ | Male,17,1.4651E-05,,,,
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,PdOn1LHL9gq,uURluLqPIJ5,<15 | Unknown Sex,1,8.61824E-07,,,,
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,PdOn1LHL9gq,uURluLqPIJ5,<15 | Unknown Sex,2,1.72365E-06,,,,
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,PdOn1LHL9gq,Yf1BiWq71NE,15+ | Female,53,4.56767E-05,,,,
Latakweny Health Centre,Ndoto Ward,Samburu North Sub County,Samburu County,YkNZFqRmEAr,Yf1BiWq71NE,15+ | Female,3,2.58547E-06,,,,
Merigi Health Centre,Merigi Ward,Bomet East Sub County,Bomet County,NgmcSM2Hflj,Yf1BiWq71NE,15+ | Female,5,4.30912E-06,,,,
Merigi Health Centre,Merigi Ward,Bomet East Sub County,Bomet County,NgmcSM2Hflj,XX7hDj6iz0D,15+ | Male,4,3.4473E-06,,,,
Merigi Health Centre,Merigi Ward,Bomet East Sub County,Bomet County,NgmcSM2Hflj,Yf1BiWq71NE,15+ | Female,14,1.20655E-05,,,,
Merigi Health Centre,Merigi Ward,Bomet East Sub County,Bomet County,NgmcSM2Hflj,zHSL7ATXJib,<15 | Male,2,1.72365E-06,,,,
Merigi Health Centre,Merigi Ward,Bomet East Sub County,Bomet County,NgmcSM2Hflj,XX7hDj6iz0D,15+ | Male,3,2.58547E-06,,,,
Merigi Health Centre,Merigi Ward,Bomet East Sub County,Bomet County,NgmcSM2Hflj,XX7hDj6iz0D,15+ | Male,44,3.79202E-05,,,,
Merigi Health Centre,Merigi Ward,Bomet East Sub County,Bomet County,NgmcSM2Hflj,uURluLqPIJ5,<15 | Unknown Sex,15,1.29274E-05,,,,
