orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitid,organisationunitname_pos,organisationunitcode_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,orgunitlevel1_tst,orgunitlevel2_tst,orgunitlevel3_tst,orgunitlevel4_tst,orgunitlevel5_tst,organisationunitname_tst,organisationunitcode_tst,organisationunitdescription,dataid_tst,dataname_tst,datacode_tst,Total_tst,difference
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,AR90M96SiBF,Reach out Centre Trust,22287,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,1,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,Reach out Centre Trust,22287,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-1
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,AR90M96SiBF,Reach out Centre Trust,22287,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,Reach out Centre Trust,22287,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-5
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,AR90M96SiBF,Reach out Centre Trust,22287,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,Reach out Centre Trust,22287,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-7
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,AR90M96SiBF,Reach out Centre Trust,22287,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,Reach out Centre Trust,22287,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-4
Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,AR90M96SiBF,Reach out Centre Trust,22287,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Taita Taveta County,Voi Sub County,Mbololo Ward,Reach out Centre Trust,Reach out Centre Trust,22287,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-6
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Marie Stopes ( Nakuru),AUbSnprX0ML,Marie Stopes ( Nakuru),15132,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,2,Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Marie Stopes ( Nakuru),Marie Stopes ( Nakuru),15132,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,1,-1
Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Marie Stopes ( Nakuru),AUbSnprX0ML,Marie Stopes ( Nakuru),15132,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,4,Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Marie Stopes ( Nakuru),Marie Stopes ( Nakuru),15132,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,1,-3
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,AUcB2mEIdjG,Mwea Drop In Centre,18833,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,5,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,Mwea Drop In Centre,18833,dealing with Key populations,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,3,-2
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,AUcB2mEIdjG,Mwea Drop In Centre,18833,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,5,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,Mwea Drop In Centre,18833,dealing with Key populations,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,2,-3
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,AUcB2mEIdjG,Mwea Drop In Centre,18833,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,Mwea Drop In Centre,18833,dealing with Key populations,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,3,-14
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,AUcB2mEIdjG,Mwea Drop In Centre,18833,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,Mwea Drop In Centre,18833,dealing with Key populations,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,5,-12
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,AUcB2mEIdjG,Mwea Drop In Centre,18833,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,Mwea Drop In Centre,18833,dealing with Key populations,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,2,-15
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,AUcB2mEIdjG,Mwea Drop In Centre,18833,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,Mwea Drop In Centre,18833,dealing with Key populations,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,3,-4
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,AUcB2mEIdjG,Mwea Drop In Centre,18833,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,Mwea Drop In Centre,18833,dealing with Key populations,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,5,-2
Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,AUcB2mEIdjG,Mwea Drop In Centre,18833,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,7,Kenya,Kirinyaga County,Kirinyaga North/Mwea West Sub County,Thiba Ward,Mwea Drop In Centre,Mwea Drop In Centre,18833,dealing with Key populations,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,2,-5
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,85,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,Kitengela Sub-County Hospital,14950,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,20,-65
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,85,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,Kitengela Sub-County Hospital,14950,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,28,-57
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,85,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,Kitengela Sub-County Hospital,14950,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,51,-34
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,74,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,Kitengela Sub-County Hospital,14950,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,20,-54
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,74,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,Kitengela Sub-County Hospital,14950,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,28,-46
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,AW4Fs3TsAtO,Kitengela Sub-County Hospital,14950,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,74,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Kitengela Sub-County Hospital,Kitengela Sub-County Hospital,14950,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,51,-23
Kenya,Kajiado County,Loitokitok Sub County,Rombo Ward,Illasit Health Centre,AW9zmG5PLRL,Illasit Health Centre,20372,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Kajiado County,Loitokitok Sub County,Rombo Ward,Illasit Health Centre,Illasit Health Centre,20372,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-1
Kenya,Kajiado County,Loitokitok Sub County,Rombo Ward,Illasit Health Centre,AW9zmG5PLRL,Illasit Health Centre,20372,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Kajiado County,Loitokitok Sub County,Rombo Ward,Illasit Health Centre,Illasit Health Centre,20372,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,1,-1
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,D9YwtS6RhQ1,MOH 731 Positive_10-14(M) HV01-08,Y22_HV01-08,1,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-1
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,1,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-1
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-1
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-1
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,F9OR49Lc1aR,MOH 731 Positive_20-24(M) HV01-12,Y18_HV01-22,2,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-2
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,3,-8
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-10
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-10
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-11
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,3,-2
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-4
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-4
Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,AXLt3hqpqDa,Mercy Mission Health Centre,13089,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Nairobi County,Dagoretti North Sub County,Kabiro Ward,Mercy Mission Health Centre,Mercy Mission Health Centre,13089,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-5
Kenya,Elgeyo Marakwet County,Keiyo North Sub County,Tambach Ward,Tambach Sub-County Hospital,AXYL3o00Lq2,Tambach Sub-County Hospital,15703,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6,Kenya,Elgeyo Marakwet County,Keiyo North Sub County,Tambach Ward,Tambach Sub-County Hospital,Tambach Sub-County Hospital,15703,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-3
Kenya,Elgeyo Marakwet County,Keiyo North Sub County,Tambach Ward,Tambach Sub-County Hospital,AXYL3o00Lq2,Tambach Sub-County Hospital,15703,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Elgeyo Marakwet County,Keiyo North Sub County,Tambach Ward,Tambach Sub-County Hospital,Tambach Sub-County Hospital,15703,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-2
Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,St Barkita Dispensary Utawala,AYsyVI9BxYn,St Barkita Dispensary Utawala,17723,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,38,Kenya,Nairobi County,Embakasi East Sub County,Utawala Ward,St Barkita Dispensary Utawala,St Barkita Dispensary Utawala,17723,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,36,-2
Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,AZDZb77G5ui,NYS Karate Dispensary,15380,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3,Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,NYS Karate Dispensary,15380,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-1
Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,AZDZb77G5ui,NYS Karate Dispensary,15380,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3,Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,NYS Karate Dispensary,15380,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-1
Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,AZDZb77G5ui,NYS Karate Dispensary,15380,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,NYS Karate Dispensary,15380,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-1
Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,AZDZb77G5ui,NYS Karate Dispensary,15380,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,NYS Karate Dispensary,15380,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-1
Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,AZDZb77G5ui,NYS Karate Dispensary,15380,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,NYS Karate Dispensary,15380,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-4
Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,AZDZb77G5ui,NYS Karate Dispensary,15380,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Nakuru County,Naivasha Sub County,Biashara Ward,NYS Karate Dispensary,NYS Karate Dispensary,15380,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-4
Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Aa4MetEuYbi,Orongo Dispensary,21047,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,16,Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Orongo Dispensary,21047,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,11,-5
Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Aa4MetEuYbi,Orongo Dispensary,21047,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,16,Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Orongo Dispensary,21047,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-13
Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Aa4MetEuYbi,Orongo Dispensary,21047,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,16,Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Orongo Dispensary,21047,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,6,-10
Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Aa4MetEuYbi,Orongo Dispensary,21047,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Orongo Dispensary,21047,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,3,-5
Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Aa4MetEuYbi,Orongo Dispensary,21047,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Kisumu County,Kisumu East Sub County,Kolwa East Ward,Orongo Dispensary,Orongo Dispensary,21047,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,6,-2
Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,AagM6cS5ef7,Gatimbi Health Centre,12031,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5,Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,Gatimbi Health Centre,12031,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-3
Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,AagM6cS5ef7,Gatimbi Health Centre,12031,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,5,Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,Gatimbi Health Centre,12031,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-3
Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,AagM6cS5ef7,Gatimbi Health Centre,12031,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,Gatimbi Health Centre,12031,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-4
Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,AagM6cS5ef7,Gatimbi Health Centre,12031,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,6,Kenya,Meru County,Imenti Central Sub County,Abothuguchi Central Ward,Gatimbi Health Centre,Gatimbi Health Centre,12031,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-4
Kenya,Kericho County,Bureti Sub County,Litein Ward,AIC Litein Mission Hospital,AawtXdUefwb,AIC Litein Mission Hospital,14178,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,49,Kenya,Kericho County,Bureti Sub County,Litein Ward,AIC Litein Mission Hospital,AIC Litein Mission Hospital,14178,mission hospital,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,21,-28
Kenya,Kericho County,Bureti Sub County,Litein Ward,AIC Litein Mission Hospital,AawtXdUefwb,AIC Litein Mission Hospital,14178,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,49,Kenya,Kericho County,Bureti Sub County,Litein Ward,AIC Litein Mission Hospital,AIC Litein Mission Hospital,14178,mission hospital,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,26,-23
Kenya,Kericho County,Bureti Sub County,Litein Ward,AIC Litein Mission Hospital,AawtXdUefwb,AIC Litein Mission Hospital,14178,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,25,Kenya,Kericho County,Bureti Sub County,Litein Ward,AIC Litein Mission Hospital,AIC Litein Mission Hospital,14178,mission hospital,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,21,-4
Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-County Hospital,AbSJUr5oge2,Likuyani Sub-County Hospital,15961,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,23,Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-County Hospital,Likuyani Sub-County Hospital,15961,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,7,-16
Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-County Hospital,AbSJUr5oge2,Likuyani Sub-County Hospital,15961,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,11,Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,Likuyani Sub-County Hospital,Likuyani Sub-County Hospital,15961,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,7,-4
