organisationunitid,orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitname_pos,organisationunitcode_pos,organisationunitdescription_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,difference
vG1iOKniT2c,Kenya,Kajiado County,Kajiado North Sub County,Nkaimurunya Ward,Beacon of Hope Clinic (Ongata Rongai),Beacon of Hope Clinic (Ongata Rongai),16667,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,131.0
umUmbXTm3UX,Kenya,Nyamira County,Nyamira North Sub County,Magwagwa Ward,Bekam Medical Clinic,Bekam Medical Clinic,13500,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,28.0
yUIJu0YzY70,Kenya,Bomet County,Bomet East Sub County,Merigi Ward,Belgut Dispensary,Belgut Dispensary,17085,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,66.0
fCLmgx815vO,Kenya,Nyeri County,Kieni West Sub County,Mugunda Ward,Bellevue Health Centre,Bellevue Health Centre,10055,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,184.0
YjzBFHmaVTv,Kenya,Siaya County,Alego Usonga Sub County,Usonga Ward,Benga Dispensary,Benga Dispensary,16786,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,34.0
nUv7TS3z7kp,Kenya,Nakuru County,Njoro Sub County,Kihingo Ward,Benmac Clinic,Benmac Clinic,14247,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,376.0
m1CfptepCVX,Kenya,Laikipia County,Laikipia West Sub County,Igwamiti Ward,Bennedict Xvi Dispensary,Bennedict Xvi Dispensary,10056,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,361.0
PaKMtCzMDnk,Kenya,Nairobi County,Kamukunji Sub County,Eastleigh South Ward,Biafra Lions Clinic,Biafra Lions Clinic,12883,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,392.0
vUIa955kXzn,Kenya,Trans Nzoia County,Kwanza Sub County,Bidii Ward,Bidii Health Centre,Bidii Health Centre,18532,A newly constructed facility,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,210.0
gIhvIUyM05C,Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Biga Dispensary,Biga Dispensary,28691,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,64.0
yk52nyJ5L27,Kenya,Trans Nzoia County,Kiminini Sub County,Sirende Ward,Bikeke Health Centre,Bikeke Health Centre,16361,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,375.0
XhrPpF0LTsQ,Kenya,Bomet County,Chepalungu Sub County,Siongiroi Ward,Bingwa Dispensary,Bingwa Dispensary,18666,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,15.0
kTwHbQeg6Gm,Kenya,Elgeyo Marakwet County,Keiyo South Sub County,Soy North Ward,Biretwa Health Centre,Biretwa Health Centre,14256,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,207.0
bdb8WQ2woN7,Kenya,Nandi County,Chesumei Sub County,Lelmoko/Ngechek Ward,Biribiriet Dispensary,Biribiriet Dispensary,14257,Along Nandi- Uasin gishu boarder.,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,36.0
SmbwwJ13Qyf,Kenya,Isiolo County,Merti Sub County,Chari Ward,Bisan Biliqo Dispensary,Bisan Biliqo Dispensary,11950,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,4.0
dzY2ptkmDAC,Kenya,Machakos County,Machakos Sub County,Machakos Central Ward,Bishop Kioko Catholic Hospital,Bishop Kioko Catholic Hospital,11955,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,273.0
pDCYtQMYzkW,Kenya,Kajiado County,Kajiado Central Sub County,Matapato North Ward,Bissil Health Centre,Bissil Health Centre,14259,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,1573.0
gW3n6Bb4Mby,Kenya,Bungoma County,Sirisia Sub County,Malakisi/South Kulisiru Ward,Bisunu Dispensary,Bisunu Dispensary,23587,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,204.0
aZCS6UZRpdL,Kenya,Kisii County,Bonchari Sub County,Bomorenda Ward,Bitare Dispensary,Bitare Dispensary,13502,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,252.0
m7LwuVEiLkI,Kenya,Bungoma County,Kimilili Sub County,Kimilili Ward,Bituyu Dispensary,Bituyu Dispensary,17193,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,213.0
bTZzCfsUUIv,Kenya,Kitui County,Kitui South Sub County,Ikanga/Kyatune Ward,Blueturtle Dispensary,Blueturtle Dispensary,17609,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,96.0
NjwY5R85aDB,Kenya,Kisii County,Nyaribari Chache Sub County,Bobaracho Ward,Bobaracho Dispensary,Bobaracho Dispensary,20936,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,60.0
F3iyXRgcsHl,Kenya,Nairobi County,Dagoretti North Sub County,Gatina Ward,Bodaki Medical Clinic,Bodaki Medical Clinic,18805,Medical Clinic,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,168.0
gYaEWAxDwbL,Kenya,Kisumu County,Seme Sub County,Central Seme Ward,Bodi Health Centre,Bodi Health Centre,13503,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,213.0
pUx9e19epql,Kenya,Kwale County,Kinango Sub County,Kasemeni Ward,Bofu Dispensary,Bofu Dispensary,11253,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,108.0
z3iVrJLrSQo,Kenya,Nyamira County,Manga Sub County,Magombo Ward,Bogwendo Health Centre,Bogwendo Health Centre,13504,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,48.0
xkktH1TfvFt,Kenya,Kisii County,South Mugirango Sub County,Boikanga Ward,Boige Health Centre,Boige Health Centre,13505,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,85.0
a6KR1c7QXeL,Kenya,Mombasa County,Changamwe Sub County,Airport Ward,Bokole CDF Dispensary,Bokole CDF Dispensary,11254,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,20.0,938.0
L7s7lF6nv95,Kenya,Bungoma County,Webuye West Sub County,Bokoli Ward,Bokoli Hospital,Bokoli Hospital,15808,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,685.0
w84mh8esInK,Kenya,Kilifi County,Kilifi South Sub County,Junju Ward,Bomani Dispensary,Bomani Dispensary,11255,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,462.0
J92hsLeBV21,Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Bomet Health Centre,Bomet Health Centre,14261,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,1174.0
OtnHULC4QwB,Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Bomu Medical Centre (Likoni),Bomu Medical Centre (Likoni),11259,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,26.0
BsbMOs77eO2,Kenya,Mombasa County,Changamwe Sub County,Port Reitz Ward,Bomu Medical Hospital (Changamwe),Bomu Medical Hospital (Changamwe),11258,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,305.0
k2bd5BmXP2t,Kenya,Kisumu County,Nyakach Sub County,Central Nyakach Ward,Bonde Dispensary,Bonde Dispensary,13506,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,102.0
vPGUu3uwSan,Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Dispensary (Nakuru Central),Bondeni Dispensary (Nakuru Central),14263,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,397.0
kF4aaglTa6T,Kenya,Trans Nzoia County,Saboti Sub County,Kinyoro Ward,Bondeni Health Centre (Trans Nzoia - Saboti),Bondeni Health Centre (Trans Nzoia - Saboti),14264,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,420.0
BxIp7V5DU9D,Kenya,Nakuru County,Nakuru East Sub County,Biashara Ward,Bondeni Sub County Hospital,Bondeni Sub County Hospital,14265,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,16.0,1465.0
Z6fKUbscAbZ,Kenya,Siaya County,Bondo Sub County,West Sakwa Ward,Bondo County Referral Hospital,Bondo County Referral Hospital,13507,level 4 facility in Maranda division. Is the Sub County reffaral Hospital,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,27.0,1644.0
TRiVDQSVF92,Kenya,Migori County,Suna West Sub County,Waseweta II Ward,Bondo Dispensary,Bondo Dispensary,21193,"Bondo is located along Migori Piny Oyie-Muhuru road , 1 km away from Bondo Nyonge market centre.",nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,165.0
bsMADcRqCTg,Kenya,Kisii County,Bobasi Sub County,Nyacheki Ward,Borangi Health Centre,Borangi Health Centre,13511,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,185.0
wJozP0NTKIa,Kenya,Migori County,Kuria West Sub County,Nyanmosense/Komosoko Ward,Borimagongo Dispensary,Borimagongo Dispensary,25137,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,69.0
xHviPII2Tc3,Kenya,Siaya County,Alego Usonga Sub County,Central Alego Ward,Boro Dispensary,Boro Dispensary,13513,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,182.0
BqUnGQlOdeK,Kenya,Kisii County,Kitutu Chache South Sub County,Kitutu Central Ward,Bosongo Hospital,Bosongo Hospital,13515,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,207.0
X43Tf1LIRXh,Kenya,Nairobi County,Embakasi North Sub County,Dandora Area Iv Ward,Brother Andre Medial Centre,Brother Andre Medial Centre,12887,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,374.0
dOLz6UrYS9o,Kenya,Trans Nzoia County,Kiminini Sub County,Nabiswa Ward,Brown's Memorial Medical Centre,Brown's Memorial Medical Centre,18750,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,317.0
Y1wbtycY0V8,Kenya,Busia County,Bunyala Sub County,Bunyala North Ward,Budalangi Dispensary,Budalangi Dispensary,15811,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,282.0
wPsUQXK6ynT,Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Buduta Dispensary,Buduta Dispensary,15813,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,134.0
LFwsHgAoh20,Kenya,Vihiga County,Vihiga Sub County,Central Maragoli Ward,Bugamangi Dispensary,Bugamangi Dispensary,15814,off vihiga police-magui road,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,69.0
gkvsBoZvbH1,Kenya,Vihiga County,Sabatia Sub County,Busali Ward,Bugina Health Centre,Bugina Health Centre,15815,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,156.0
OQUMus9IsA1,Kenya,Migori County,Kuria West Sub County,Tagare Ward,Bugumbe Health Centre,Bugumbe Health Centre,13517,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,12.0,527.0
f6lzICIxrKU,Kenya,Busia County,Butula Sub County,Marachi West Ward,Bujumba Mission Dispensary,Bujumba Mission Dispensary,15816,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,27.0
ndBnE6yUjoy,Kenya,Kakamega County,Mumias West Sub County,Etenje Ward,Bukaya Health Centre,Bukaya Health Centre,15817,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,329.0
lSB8vsporuH,Kenya,Bungoma County,Kanduyi Sub County,Bukembe East Ward,Bukembe Dispensary,Bukembe Dispensary,15819,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,618.0
ZmTIzgrOjed,Kenya,Busia County,Butula Sub County,Marachi Central Ward,Bukhalalire Dispensary,Bukhalalire Dispensary,17158,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,129.0
IyKvH0rBqjM,Kenya,Bungoma County,Sirisia Sub County,Lwandanyi Ward,Bukokholo Dispensary,Bukokholo Dispensary,22500,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,62.0
wcM6pww7h2a,Kenya,Kakamega County,Lurambi Sub County,Butsotso South Ward,Bukura Health Centre,Bukura Health Centre,15820,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,429.0
VIFQ1jyMX4e,Kenya,Bungoma County,Kanduyi Sub County,West Sang'alo Ward,Bulondo Dispensary,Bulondo Dispensary,15821,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,443.0
xc5Gf81YH48,Kenya,Kakamega County,Butere Sub County,Marama West Ward,Bululwe Dispensary,Bululwe Dispensary,25831,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,101.0
tlqVHieBeZo,Kenya,Busia County,Bunyala Sub County,Bunyala South Ward,Bulwani Dispensary,Bulwani Dispensary,15822,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,17.0
aMTxgqDmizK,Kenya,Busia County,Butula Sub County,Marachi West Ward,Bumala A Health Centre,Bumala A Health Centre,15823,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,468.0
nuEpF1eboYN,Kenya,Busia County,Butula Sub County,Marachi East Ward,Bumala B Health Centre,Bumala B Health Centre,15824,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,384.0
Gci6fQrejup,Kenya,Bungoma County,Bumula Sub County,Bumula Ward,Bumula Sub County Hospital,Bumula Sub County Hospital,15825,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,15.0,980.0
mSjyGBo4Rqu,Kenya,Busia County,Butula Sub County,Marachi Central Ward,Bumutiru Dispensary,Bumutiru Dispensary,15826,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,252.0
OaksTvWzoaf,Kenya,Kisumu County,Nyando Sub County,Ahero Ward,Bunde Health Centre,Bunde Health Centre,13518,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,174.0
wXYxrsjOc8d,Kenya,Kakamega County,Mumias West Sub County,Musanda Ward,Bungasi Health Centre,Bungasi Health Centre,15827,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,270.0
a9xTLztQg09,Kenya,Bungoma County,Kanduyi Sub County,Township Ward,Bungoma Beyond Zero Mobile Unit,Bungoma Beyond Zero Mobile Unit,21004,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,23.0
WDJtmgLjGD8,Kenya,Bungoma County,Kanduyi Sub County,Township Ward,Bungoma County Referral Hospital,Bungoma County Referral Hospital,15828,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,51.0,2793.0
pnyCZ07HZhN,Kenya,Taita Taveta County,Mwatate Sub County,Bura(Mwatate) Ward,Bura Health Centre (Taita Taveta),Bura Health Centre (Taita Taveta),11263,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,263.0
fROJ50r3fPR,Kenya,Bomet County,Sotik Sub County,Rongena/Manaret Ward,Burgei Dispensary,Burgei Dispensary,14273,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,22.0
bmKQdaXNX9E,Kenya,Busia County,Butula Sub County,Marachi West Ward,Burinda Dispensary,Burinda Dispensary,15830,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,114.0
g73LYiD5P06,Kenya,Uasin Gishu County,Ainabkoi Sub County,Ainabkoi/Olare Ward,Burnt Forest Sub County Hospital,Burnt Forest Sub County Hospital,16347,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,790.0
d23vOh36Pqw,Kenya,Busia County,Matayos Sub County,Burumba Ward,Burumba Dispensary,Burumba Dispensary,21041,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,243.0
vxKshylcIW5,Kenya,Busia County,Bunyala Sub County,Bunyala Central Ward,Busagwa Dispensary,Busagwa Dispensary,21037,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,117.0
ih3vU3AXadk,Kenya,Busia County,Samia Sub County,Bwiri Ward,Busembe Dispensary,Busembe Dispensary,15831,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,206.0
dI28kasf8Jj,Kenya,Kakamega County,Navakholo Sub County,Ingoste-matiha Ward,Bushiri Health Centre,Bushiri Health Centre,15833,health centre,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,16.0,1130.0
XsRFIn0FhzA,Kenya,Busia County,Matayos Sub County,Burumba Ward,Busia County Referral Hospital,Busia County Referral Hospital,15834,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,40.0,2704.0
rd0gE7FLPsv,Kenya,Busia County,Matayos Sub County,Busibwabo Ward,Busibwabo Dispensary,Busibwabo Dispensary,15835,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,187.0
OVV0fHS7fux,Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Butere Sub County Hospital,Butere Sub County Hospital,15836,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,21.0,818.0
Tns72Eh3EfT,Kenya,Kakamega County,Navakholo Sub County,Bunyala West Ward,Butingo Dispensary,Butingo Dispensary,20043,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,140.0
yFrzItHccVH,Kenya,Busia County,Butula Sub County,Marachi North Ward,Butula Mission Health Centre,Butula Mission Health Centre,15838,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,138.0
HgUWMWpA1gT,Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Buyangu Dispensary,Buyangu Dispensary,20752,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,82.0
O9z0alrbAid,Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Buyemi Dispensary(Ikolomani),Buyemi Dispensary(Ikolomani),22544,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,85.0
qb3sIWTdr3V,Kenya,Busia County,Butula Sub County,Elugulu Ward,Bwaliro Dispensary,Bwaliro Dispensary,15840,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,185.0
wd25QXppWr2,Kenya,Migori County,Uriri Sub County,South Kanyamkago Ward,Bware Health Center,Bware Health Center,13519,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,179.0
MtbnFaSdyBA,Kenya,Trans Nzoia County,Kwanza Sub County,Kwanza Ward,Bwayi Dispensary,Bwayi Dispensary,19756,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,76.0
A0Ln8q092qB,Kenya,Kwale County,Lunga Lunga Sub County,Pongwe/Kikokeni Ward,Bwiti Dispensary,Bwiti Dispensary,17894,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,200.0
Ch9QLIX4Lv4,Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Cana Family Life Clinic,Cana Family Life Clinic,12889,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,726.0
T5sPlPfblxx,Kenya,Kiambu County,Gatundu North Sub County,Mang'u Ward,Cardinal Otunga Health Centre,Cardinal Otunga Health Centre,10019,Faith based organization,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,43.0
GsgjuCbw1LE,Kenya,Kiambu County,Kiambaa Sub County,Ndenderu Ward,Cargo Human Care Clinic,Cargo Human Care Clinic,18006,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,208.0
o5gKwnxxShA,Kenya,Nairobi County,Kasarani Sub County,Ruai Ward,Cascade of Hope Health Care,Cascade of Hope Health Care,25152,Along kagundo Road Chokaa Estae,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,83.0
HOvK1bxRsNF,Kenya,Samburu County,Samburu East Sub County,Wamba East Ward,Catholic Hospital Wamba,Catholic Hospital Wamba,15769,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,216.0
tvYS6hl4l6l,Kenya,Mombasa County,Mvita Sub County,Shimanzi/Ganjoni Ward,Cdc Ganjoni Dispensary,Cdc Ganjoni Dispensary,11273,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,199.0
Ri3LdmazeTy,Kenya,Uasin Gishu County,Kesses Sub County,Tarakwa Ward,Cengalo Dispensary,Cengalo Dispensary,14283,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,119.0
R1GbvBvppCu,Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,CFK Tabitha Maternity Home,CFK Tabitha Maternity Home,26332,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,167.0
ZeHU0vtmrVW,Kenya,Mombasa County,Changamwe Sub County,Chaani Ward,Chaani Catholic Dispensary,Chaani Catholic Dispensary,23285,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,14.0
xAkc2Wbog94,Kenya,Uasin Gishu County,Kesses Sub County,Tarakwa Ward,Chagaiya Dispensary,Chagaiya Dispensary,14284,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,92.0
oPB35EIF6o3,Kenya,Nyamira County,Nyamira North Sub County,Itibo Ward,Chaina Dispensary,Chaina Dispensary,13525,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,96.0
SLGEop85px5,Kenya,Kilifi County,Magarini Sub County,Adu Ward,Chakama Dispensary,Chakama Dispensary,11276,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,105.0
YoVeKFPle8w,Kenya,Kilifi County,Kaloleni Sub County,Kaloleni Ward,Chalani Dispensary,Chalani Dispensary,16191,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,421.0
CckiDj0RzXx,Kenya,Nairobi County,Dagoretti South Sub County,Uthiru/Ruthimitu Ward,Chandaria Health Centre,Chandaria Health Centre,12893,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,642.0
ZCo6FKCwUZq,Kenya,Busia County,Teso North Sub County,Ang'urai East Ward,Changara GK Health Centre,Changara GK Health Centre,16421,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,262.0
oGBXTwGNwBb,Kenya,Kilifi County,Kilifi South Sub County,Chasimba Ward,Chasimba Health Centre,Chasimba Health Centre,11282,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,565.0
n1vHAnCMJww,Kenya,Vihiga County,Sabatia Sub County,Busali Ward,Chavogere Dispensary,Chavogere Dispensary,22563,"its located along Chavakali -kapsabet rd, about 6km from mago - Chavogere murram rd.",nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,111.0
Va4NxnOtD4e,Kenya,Bomet County,Konoin Sub County,Kimulot Ward,Chebangang Health Centre,Chebangang Health Centre,14289,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,421.0
csCgAeKMECK,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Moiben/Kuserwo Ward,Chebiemit Sub county Hospital,Chebiemit Sub county Hospital,14294,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,528.0
j0iEelzUyJn,Kenya,Bomet County,Sotik Sub County,Rongena/Manaret Ward,Chebilat Dispensary,Chebilat Dispensary,14295,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,79.0
wpOQLhI1ISB,Kenya,Bomet County,Sotik Sub County,Chemagel Ward,Chebongi dispensary,Chebongi dispensary,24792,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,16.0
CPOeads0AI4,Kenya,Kericho County,Bureti Sub County,Cheboin Ward,Cheborgei Health Centre,Cheborgei Health Centre,14300,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,635.0
OpoaPaPsSWF,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Cherang'any/Chebororwa Ward,Chebororwa Health Centre,Chebororwa Health Centre,14301,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,543.0
VcqWnIy9O1f,Kenya,Bomet County,Chepalungu Sub County,Chebunyo Ward,Cheboyo Dispensary,Cheboyo Dispensary,14302,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,160.0
tZYpN3x4Zwn,Kenya,Bungoma County,Kabuchai Sub County,Mukuyuni Ward,Chebukaka Health Centre,Chebukaka Health Centre,15848,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,203.0
