facility,ward,subcounty,county,MOH_UID,MOH_Indicator_ID,MOH_Indicator_Name,khis_data
Likuyani Sub-County Hospital,Likuyani Ward,Likuyani Sub County,Kakamega County,AbSJUr5oge2,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,11
Likuyani Sub-County Hospital,Likuyani Ward,Likuyani Sub County,Kakamega County,AbSJUr5oge2,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,7
Likuyani Sub-County Hospital,Likuyani Ward,Likuyani Sub County,Kakamega County,AbSJUr5oge2,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,9
Likuyani Sub-County Hospital,Likuyani Ward,Likuyani Sub County,Kakamega County,AbSJUr5oge2,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,176
Likuyani Sub-County Hospital,Likuyani Ward,Likuyani Sub County,Kakamega County,AbSJUr5oge2,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,14
Likuyani Sub-County Hospital,Likuyani Ward,Likuyani Sub County,Kakamega County,AbSJUr5oge2,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,330
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,8
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,21
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,64
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Oriang (SDA) Health Centre,Central Ward,Karachuonyo Sub County,Homa Bay County,Abx1zrqutJ6,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,117
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,acAHfxFgxVa,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,acAHfxFgxVa,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,4
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,acAHfxFgxVa,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,3
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,acAHfxFgxVa,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,39
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,acAHfxFgxVa,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,9
Chepkigen Dispensary,Cheptiret/Kipchamo Ward,Kesses Sub County,Uasin Gishu County,acAHfxFgxVa,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,106
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ACI6a4LUYnA,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ACI6a4LUYnA,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ACI6a4LUYnA,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ACI6a4LUYnA,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ACI6a4LUYnA,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,4
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ACI6a4LUYnA,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,1
Simboiyon Dispensary,Waseges Ward,Subukia Sub County,Nakuru County,ACI6a4LUYnA,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,8
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,3
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,16
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,9
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,4
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,3
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,77
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,17
Rabondo Dispensary,West Sakwa Ward,Awendo Sub County,Migori County,aCOEeeYEcsO,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,215
Jaffery Medical Clinic,Mji Wa Kale/Makadara Ward,Mvita Sub County,Mombasa County,acwrBDe6sW2,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,13
Jaffery Medical Clinic,Mji Wa Kale/Makadara Ward,Mvita Sub County,Mombasa County,acwrBDe6sW2,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,7
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,adrt3yquw88,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,adrt3yquw88,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,3
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,adrt3yquw88,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,6
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,adrt3yquw88,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,adrt3yquw88,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,adrt3yquw88,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,79
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,adrt3yquw88,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,30
Umer Dispensary,East Ugenya Ward,Ugenya Sub County,Siaya County,adrt3yquw88,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,148
Nairobi West Men's Prison Dispensary,Nairobi West Ward,Langata Sub County,Nairobi County,aehWJKyrJBo,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,20
Nairobi West Men's Prison Dispensary,Nairobi West Ward,Langata Sub County,Nairobi County,aehWJKyrJBo,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,19
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,19
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,41
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,10
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,15
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,175
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,14
Nduru Sub County Referral Hospital,Bogetenga Ward,South Mugirango Sub County,Kisii County,AfrL9Cw3W2v,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,394
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,6
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,7
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,36
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,4
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,4
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,4
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,156
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,2
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,18
Nyanchwa Adventist Hospital,Kisii Central Ward,Nyaribari Chache Sub County,Kisii County,ag64ujDJHs6,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,318
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,17
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,9
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,25
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,13
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,7
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,9
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,285
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,22
Elburgon Sub-District Hospital,Elburgon Ward,Molo Sub County,Nakuru County,agm4CQgIwuf,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,548
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,agO9AbQPxH4,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,agO9AbQPxH4,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,7
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,agO9AbQPxH4,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,agO9AbQPxH4,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,3
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,agO9AbQPxH4,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,agO9AbQPxH4,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,26
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,agO9AbQPxH4,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,6
Shiraha Health Centre,Marama North Ward,Butere Sub County,Kakamega County,agO9AbQPxH4,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,73
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,7
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,18
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,3
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,103
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,4
St Joseph's Dispensary (Dagoretti),Ngando Ward,Dagoretti South Sub County,Nairobi County,AHM06z0QKsS,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,203
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,10
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,7
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,17
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,7
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,140
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,21
Hope Compassionate (ACK) Dispensary,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County,AHVXluh93vZ,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,313
Musalala Dispensary,Ilima Ward,Kaiti Sub County,Makueni County,aI4qy2w9teJ,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Musalala Dispensary,Ilima Ward,Kaiti Sub County,Makueni County,aI4qy2w9teJ,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Musalala Dispensary,Ilima Ward,Kaiti Sub County,Makueni County,aI4qy2w9teJ,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,4
Musalala Dispensary,Ilima Ward,Kaiti Sub County,Makueni County,aI4qy2w9teJ,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,14
Al Farooq Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,aiD3lzUJBTy,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Al Farooq Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,aiD3lzUJBTy,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,33
Al Farooq Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,aiD3lzUJBTy,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,65
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,18
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,14
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,5
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,3
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,7
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,69
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,13
Madende Model Health Centre,Bukhayo East Ward,Nambale Sub County,Busia County,AitdgAZ8GD5,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,198
Chemworor Health Centre,Sambirir Ward,Marakwet East Sub County,Elgeyo Marakwet County,ajV4U9XRbBN,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Chemworor Health Centre,Sambirir Ward,Marakwet East Sub County,Elgeyo Marakwet County,ajV4U9XRbBN,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,5
Chemworor Health Centre,Sambirir Ward,Marakwet East Sub County,Elgeyo Marakwet County,ajV4U9XRbBN,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,1
Chemworor Health Centre,Sambirir Ward,Marakwet East Sub County,Elgeyo Marakwet County,ajV4U9XRbBN,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,25
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,ajXvRfmjYFy,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,ajXvRfmjYFy,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,ajXvRfmjYFy,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,ajXvRfmjYFy,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,ajXvRfmjYFy,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,7
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,ajXvRfmjYFy,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,7
Top Station Dispensary,Matisi Ward,Saboti Sub County,Trans Nzoia County,ajXvRfmjYFy,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,24
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,AKCk8JAY0dK,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,AKCk8JAY0dK,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,AKCk8JAY0dK,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,AKCk8JAY0dK,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,9
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,AKCk8JAY0dK,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,3
Kisembe Dispensary,Bunyala West Ward,Navakholo Sub County,Kakamega County,AKCk8JAY0dK,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,10
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,AKhVrrqumM6,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,AKhVrrqumM6,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,AKhVrrqumM6,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,32
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,AKhVrrqumM6,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,AKhVrrqumM6,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,AKhVrrqumM6,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,97
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,AKhVrrqumM6,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Lussigetti Health Centre,Nachu Ward,Kikuyu Sub County,Kiambu County,AKhVrrqumM6,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,175
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,3
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,10
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,6
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,6
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,6
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,126
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,25
Lokichar (RCEA) Health Centre,Lokichar Ward,Turkana South Sub County,Turkana County,aKjGXxIWmX3,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,212
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,aKnUUzDCdDN,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,aKnUUzDCdDN,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,4
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,aKnUUzDCdDN,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,aKnUUzDCdDN,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Msekekwa Health Centre,Tambach Ward,Keiyo North Sub County,Elgeyo Marakwet County,aKnUUzDCdDN,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,17
